billIndex,billId,billStatus,billType,billTitle
1162,s2046-114,REPORTED,s,"A bill to authorize the Federal Energy Regulatory Commission to issue an order continuing a stay of a hydroelectric license for the Mahoney Lake hydroelectric project in the State of Alaska, and for other purposes."
1163,s2047-114,REFERRED,s,Protecting Local Fishing Jobs and Communities Act of 2015
1164,s2048-114,REFERRED,s,Keeping Our Commitment to Ending Veteran Homelessness Act of 2015
1165,s2049-114,REFERRED,s,"A bill to establish in the Department of Veterans Affairs a continuing medical education program for non-Department medical professionals who treat veterans and family members of veterans to increase knowledge and recognition of medical conditions common to veterans and family members of veterans, and for other purposes."
1166,s205-114,REFERRED,s,Trafficking Awareness Training for Health Care Act of 2015
1167,s2050-114,REFERRED,s,Private Education Loan Modification Act of 2015
1168,s2051-114,REFERRED,s,"Improving Postal Operations, Service, and Transparency Act of 2015"
1169,s2052-114,REFERRED,s,Department of Veterans Affairs Billing Accountability Act of 2015
1170,s2053-114,REFERRED,s,Maritime and Energy Workforce Technical Training Enhancement Act
1171,s2054-114,REFERRED,s,Justice is Not For Sale Act of 2015
1172,s2055-114,REPORTED,s,Medical Countermeasure Innovation Act of 2016
1173,s2056-114,REFERRED,s,National Volcano Early Warning and Monitoring System Act
1174,s2057-114,REFERRED,s,A bill providing for additional space for the protection and preservation of national collections held by the Smithsonian Institution.
1175,s2058-114,REPORTED,s,Metropolitan Weather Hazards Protection Act of 2015
1176,s2059-114,REFERRED,s,Civil Justice Tax Fairness Act of 2015
1177,s206-114,REFERRED,s,Local Transportation Infrastructure Act
1178,s2060-114,REFERRED,s,"Advancing FASD Research, Prevention, and Services Act"
1179,s2061-114,REFERRED,s,National Memorial to Fallen Educators Act of 2015
1180,s2062-114,REFERRED,s,"A bill to amend title 38, United States Code, to extend authority for operation of the Department of Veterans Affairs Regional Office in Manila, the Republic of the Philippines."
1181,s2063-114,REFERRED,s,Gold King Mine Spill Recovery Act of 2015
1182,s2064-114,REFERRED,s,Career and Technical Education Opportunity Act
1183,s2065-114,REFERRED,s,Working Student Act of 2015
1184,s2066-114,REFERRED,s,Born-Alive Abortion Survivors Protection Act
1185,s2067-114,REFERRED,s,Ensuring Useful Research Expenditures is Key for Alzheimer's Act
1186,s2068-114,REFERRED,s,Fire Sprinkler Incentive Act
1187,s2069-114,REPORTED,s,Mount Hood Cooper Spur Land Exchange Clarification Act
1188,s207-114,REFERRED,s,Veterans Access to Community Care Act of 2015
1189,s2070-114,REFERRED,s,GAP Act
1190,s2071-114,REFERRED,s,Ambulatory Surgical Center Quality and Access Act of 2015
1191,s2072-114,REFERRED,s,A bill to require the Administrator of the Environmental Protection Agency to establish a program under which the Administrator shall defer the designation of an area as a nonattainment area for purposes of the 8-hour ozone national ambient air quality standard if the area achieves and maintains certain standards under a voluntary early action compact plan.
1192,s2073-114,REFERRED,s,"A bill to designate the facility of the United States Postal Service located at 7715 Post Road in North Kingstown, Rhode Island, as the ""Melvoid J. Benson Post Office Building""."
1193,s2074-114,REFERRED,s,No Government No Pay Act of 2015
1194,s2075-114,REFERRED,s,American Worker Health Care Tax Relief Act of 2015
1195,s2076-114,REFERRED,s,Super Pollutants Act of 2015
1196,s2077-114,REFERRED,s,Child Support Assistance Act of 2015
1197,s2078-114,ENACTED:SIGNED,s,United States Commission on International Religious Freedom Reauthorization Act of 2015
1198,s2079-114,REFERRED,s,United States Commission on International Religious Freedom Reauthorization Act of 2015
1199,s208-114,REFERRED,s,Secure the Border First Act of 2015
1200,s2080-114,REFERRED,s,Pipeline Improvement and Preventing Spills Act of 2015
1201,s2081-114,REFERRED,s,"A bill to amend title 38, United States Code, to extend authorities for the Secretary of Veterans Affairs to expand presumption of service connection for compensation for diseases the Secretary determines are associated with exposure to herbicide agents, and for other purposes."
1202,s2082-114,ENACTED:SIGNED,s,Department of Veterans Affairs Expiring Authorities Act of 2015
1203,s2083-114,REPORTED,s,A bill to extend the deadline for commencement of construction of a hydroelectric project.
1204,s2084-114,REFERRED,s,Protecting American Jobs Act
1205,s2085-114,REFERRED,s,"A bill to clarify that nonprofit organizations such as Habitat for Humanity may accept donated mortgage appraisals, and for other purposes."
1206,s2086-114,REFERRED,s,Justice for Victims of Iranian Terrorism Act
1207,s2087-114,REPORTED,s,Fort Scott National Historic Site Boundary Modification Act
1208,s2088-114,REFERRED,s,"A bill to designate the facility of the United States Postal Service located at 90 Cornell Street in Kingston, New York, at the ""Staff Sergeant Robert H. Dietz Post Office Building""."
1209,s2089-114,REPORTED,s,American Energy Innovation Act
1210,s209-114,PASS_OVER:SENATE,s,Indian Tribal Energy Development and Self-Determination Act Amendments of 2015
1211,s2090-114,REFERRED,s,Social Security Earned Benefits Payment Act
1212,s2091-114,REFERRED,s,Jobs Originated through Launching Travel Act of 2015
1213,s2092-114,REFERRED,s,A bill to amend the Internal Revenue Code of 1986 to exempt amounts paid for aircraft management services from the excise taxes imposed on transportation by air.
1214,s2093-114,REPORTED,s,A bill to provide that the Secretary of Transportation shall have sole authority to appoint Federal Directors to the Board of Directors of the Washington Metropolitan Area Transit Authority.
1215,s2094-114,REFERRED,s,IRGC Terrorist Designation Act
1216,s2095-114,REFERRED,s,Alaskan Pollock and Golden King Crab Labeling Act
1217,s2096-114,REFERRED,s,Black Lung Benefits Improvement Act of 2015
1218,s2097-114,REFERRED,s,HIV Clinical Services Improvement Act
1219,s2098-114,REFERRED,s,Students Before Profits Act of 2015
1220,s2099-114,REFERRED,s,Student Loan Relief Act of 2015
1221,s21-114,REFERRED,s,Local Disaster Contracting Fairness Act of 2015
1222,s210-114,REFERRED,s,Military Spouse Job Continuity Act of 2015
1223,s2100-114,REFERRED,s,Tobacco to 21 Act
1224,s2101-114,REFERRED,s,"A bill to amend title 54, United States Code, to extend the Land and Water Conservation Fund."
1225,s2102-114,REFERRED,s,Standard Merger and Acquisition Reviews Through Equal Rules Act of 2015
1226,s2103-114,REFERRED,s,"A bill to modify a provision relating to adjustments of certain State apportionments for Federal highway programs, and for other purposes."
1227,s2104-114,REFERRED,s,A bill to amend title XVIII of the Social Security Act to provide relief to Medicare Advantage plans with a significant number of dually eligible or low-income subsidy beneficiaries and to prevent the termination of two star plans.
1228,s2105-114,REFERRED,s,Billy's Law
1229,s2106-114,REFERRED,s,"A bill to require the Secretary of Veterans Affairs to develop and publish an action plan for improving the vocational rehabilitation services and assistance provided by the Department of Veterans Affairs, and for other purposes."
1230,s2107-114,REFERRED,s,A bill to amend the Public Health Service Act to help build a stronger health care workforce.
1231,s2108-114,REFERRED,s,A bill to amend title XVIII of the Social Security Act to provide for an extension of certain long-term care hospital payment rules and the moratorium on the establishment of certain hospitals and facilities.
1232,s2109-114,ENACTED:SIGNED,s,Directing Dollars to Disaster Relief Act of 2015
1233,s211-114,REFERRED,s,Susquehanna Gateway National Heritage Area Act
1234,s2110-114,REFERRED,s,Women's Pension Protection Act of 2015
1235,s2111-114,REFERRED,s,Higher Education Innovation Act
1236,s2112-114,REFERRED,s,Walter Scott Notification Act of 2015
1237,s2113-114,REFERRED,s,Crowdsourcing and Citizen Science Act of 2015
1238,s2114-114,REFERRED,s,A bill to correct inconsistencies in the definitions relating to Native Americans in the Patient Protection and Affordable Care Act.
1239,s2115-114,REFERRED,s,Targeted Employment Areas Improvement Act
1240,s2116-114,REPORTED,s,Small Business Broadband and Emerging Information Technology Enhancement Act of 2015
1241,s2117-114,REFERRED,s,A bill to prevent certain discriminatory taxation of natural gas pipeline property.
1242,s2118-114,REFERRED,s,Ensuring Enhanced Access to Primary Care Act
1243,s2119-114,REFERRED,s,Iran Policy Oversight Act of 2015
1244,s212-114,REFERRED,s,LINE Act of 2015
1245,s2120-114,REFERRED,s,Veterans Justice Outreach Act of 2015
1246,s2121-114,REFERRED,s,Preserving American Access to Information Act
1247,s2122-114,REFERRED,s,Invest in Our Communities Act
1248,s2123-114,REPORTED,s,Sentencing Reform and Corrections Act of 2015
1249,s2124-114,REFERRED,s,New Skills for New Jobs Act
1250,s2125-114,REFERRED,s,Small Business Lending and Economic Inequality Reduction Act of 2015
1251,s2126-114,REPORTED,s,Women's Small Business Ownership Act of 2015
1252,s2127-114,REPORTED,s,Dr. Chris Kirkpatrick Whistleblower Protection Act of 2015
1253,s2128-114,REPORTED,s,Inspector General Mandates Reporting Act of 2015
1254,s2129-114,REPORTED,s,"An Act Making Appropriations to Improve the Nation's Infrastructure and for Other Purposes, 2016"
1255,s213-114,REFERRED,s,Look-Alike Weapons Safety Act of 2015
1256,s2130-114,REPORTED,s,"An Act Making Appropriations for National Security and for Other Purposes, 2016"
1257,s2131-114,REPORTED,s,"An Act Making Appropriations for Law Enforcement and for Other Purposes, 2016"
1258,s2132-114,REPORTED,s,"An Act Making Appropriations to Stop Regulatory Excess and for Other Purposes, 2016"
1259,s2133-114,ENACTED:SIGNED,s,Fraud Reduction and Data Analytics Act of 2015
1260,s2134-114,REFERRED,s,Grow Our Own Directive: Physician Assistant Employment and Education Act of 2015
1261,s2135-114,REFERRED,s,A bill to address the liability of the Environmental Protection Agency relating to the Animas and San Juan Rivers spill.
1262,s2136-114,REPORTED,s,Improving Small Business Innovative Research and Technologies Act of 2015
1263,s2137-114,REFERRED,s,Military Family Stability Act of 2015
1264,s2138-114,REPORTED,s,Small Business Subcontracting Transparency Act of 2015
1265,s2139-114,REPORTED,s,Small Contractors Improve Competition Act of 2015
1266,s214-114,REFERRED,s,Shareholder Protection Act of 2015
1267,s2140-114,REFERRED,s,Hide No Harm Act of 2015
1268,s2141-114,REFERRED,s,Transparent Ratings on Usability and Security to Transform Information Technology Act of 2015
1269,s2142-114,REFERRED,s,Workplace Democracy Act
1270,s2143-114,ENACTED:SIGNED,s,"A bill to provide for the authority for the successors and assigns of the Starr-Camargo Bridge Company to maintain and operate a toll bridge across the Rio Grande near Rio Grande City, Texas, and for other purposes."
1271,s2144-114,REFERRED,s,North Korea Sanctions and Policy Enhancement Act of 2015
1272,s2145-114,REFERRED,s,"Middle East Refugee Emergency Supplemental Appropriations Act, 2016"
1273,s2146-114,PROV_KILL:CLOTUREFAILED,s,Stop Sanctuary Policies and Protect Americans Act
1274,s2147-114,REFERRED,s,Pension Accountability Act
1275,s2148-114,REFERRED,s,Protecting Medicare Beneficiaries Act of 2015
1276,s2149-114,REFERRED,s,Understanding the True Cost of College Act of 2015
1277,s215-114,REFERRED,s,Child and Dependent Care FSA Enhancement Act
1278,s2150-114,REFERRED,s,Net Price Calculator Improvement Act
1279,s2151-114,REFERRED,s,Family Health Care Accessibility Act of 2015
1280,s2152-114,ENACTED:SIGNED,s,Electrify Africa Act of 2015
1281,s2153-114,REFERRED,s,Provider Payment Sunshine Act
1282,s2154-114,REFERRED,s,Elimination of Double Subsidies for the Hardrock Mining Industry Act of 2015
1283,s2155-114,REFERRED,s,West Coast Ocean Protection Act of 2015
1284,s2156-114,REFERRED,s,Wildfire and Emergency Airspace Protection Act of 2015
1285,s2157-114,REFERRED,s,SAFE DRONE Act of 2015
1286,s2158-114,REFERRED,s,PTC Elimination Act
1287,s2159-114,REFERRED,s,Women's Public Health and Safety Act
1288,s216-114,REFERRED,s,National Prostate Cancer Plan Act
1289,s2160-114,REFERRED,s,Military Enlistment Opportunity Act of 2015
1290,s2161-114,REFERRED,s,Liberian Refugee Immigration Fairness Act of 2015
1291,s2162-114,ENACTED:SIGNED,s,Librarian of Congress Succession Modernization Act of 2015
1292,s2163-114,REFERRED,s,Streamlining and Investing in Broadband Infrastructure Act
1293,s2164-114,REFERRED,s,A bill to extend the secure rural schools and community self-determination program and to make permanent the payment in lieu of taxes program and the land and water conservation fund.
1294,s2165-114,REPORTED,s,"A bill to amend title 54, United States Code, to permanently authorize the Land and Water Conservation Fund."
1295,s2166-114,REFERRED,s,Timely Mental Health for Foster Youth Act
1296,s2167-114,REFERRED,s,21st Century Buy American Act
1297,s2168-114,REFERRED,s,Law Enforcement Trust and Integrity Act of 2015
1298,s2169-114,REPORTED,s,"A bill to amend title 54, United States Code, to extend the Land and Water Conservation Fund."
1299,s217-114,REFERRED,s,Women's Health Protection Act of 2015
1300,s2170-114,REFERRED,s,Veterans E-Health and Telemedicine Support Act of 2015
1301,s2171-114,REFERRED,s,Scholarships for Opportunity and Results Reauthorization Act
1302,s2172-114,REFERRED,s,Protecting Consumers from Unreasonable Rates Act
1303,s2173-114,REFERRED,s,Improving Access to Mental Health Act of 2015
1304,s2174-114,REFERRED,s,Creating Quality Technical Educators Act of 2015
1305,s2175-114,REFERRED,s,Department of Veterans Affairs Provider Equity Act
1306,s2176-114,REFERRED,s,Affordable College Textbook Act
1307,s2177-114,REPORTED,s,Medgar Evers House Study Act
1308,s2178-114,REFERRED,s,Timber Revitalization and Economic Enhancement Act of 2015
1309,s2179-114,REFERRED,s,Veteran CARE Act
1310,s218-114,REFERRED,s,Veterans to Paramedics Transition Act of 2015
1311,s2180-114,REFERRED,s,Protecting Older Workers Against Discrimination Act
1312,s2181-114,REPORTED,s,Default Prevention Act
1313,s2182-114,REPORTED,s,"Cut, Cap, and Balance Act of 2015"
1314,s2183-114,REPORTED,s,Export-Import Bank Reform and Reauthorization Act of 2015
1315,s2184-114,REPORTED,s,Foreign Aid Transparency and Accountability Act of 2015
1316,s2185-114,REFERRED,s,Breast Cancer Awareness Commemorative Coin Act
1317,s2186-114,REFERRED,s,Investing in Student Success Act of 2015
1318,s2187-114,REFERRED,s,FDA Regulatory Efficiency Act
1319,s2188-114,REFERRED,s,Rare Disease Innovation Act
1320,s2189-114,REFERRED,s,Federal Land Transaction Facilitation Act Reauthorization of 2015
