id,sentiment,score_compound,score_neg,score_neu,score_pos
1341102,neu,-0.4404,0.492,0.508,0.0
1341103,neu,0.296,0.0,0.645,0.355
1341104,neu,-0.25,0.25,0.75,0.0
1341106,neu,-0.414,0.145,0.727,0.127
1341107,neu,0.5023,0.0,0.899,0.101
1341108,neu,-0.5267,0.237,0.647,0.115
1341110,neu,0.2732,0.2,0.444,0.356
1341111,neu,-0.6808,0.261,0.739,0.0
1341112,neu,-0.8316,0.352,0.552,0.096
1341113,neu,-0.7269,0.392,0.608,0.0
1341114,neu,0.0,0.0,1.0,0.0
1341115,neu,0.0516,0.314,0.349,0.337
1341116,neu,0.0,0.0,1.0,0.0
1341117,neu,0.4019,0.0,0.847,0.153
1341118,neu,0.0,0.0,1.0,0.0
1341119,neu,0.8381,0.0,0.892,0.108
1341120,neu,0.0,0.0,1.0,0.0
1341125,neu,0.6072,0.078,0.705,0.217
1341126,neu,0.0,0.0,1.0,0.0
1341127,neu,0.1935,0.315,0.423,0.262
1341131,neu,0.4057,0.141,0.66,0.199
1341133,neu,-0.2411,0.151,0.849,0.0
1341134,neu,0.0,0.0,1.0,0.0
1341135,neu,0.3182,0.0,0.827,0.173
1341140,neu,-0.7938,0.166,0.753,0.081
1341141,neu,-0.8094,0.133,0.802,0.065
1341147,neu,0.296,0.056,0.833,0.111
1341155,neu,-0.1027,0.195,0.575,0.23
1341156,neu,-0.6124,0.385,0.615,0.0
1341157,neu,0.0,0.0,1.0,0.0
1341158,neu,-0.7511,0.219,0.69,0.09
1341164,neu,-0.2755,0.115,0.826,0.059
1341165,neu,0.0,0.0,1.0,0.0
1341166,neu,0.0,0.0,1.0,0.0
1341167,neu,0.0,0.0,1.0,0.0
1341172,neu,0.0,0.0,1.0,0.0
1341173,neu,0.0,0.0,1.0,0.0
1341174,neu,0.3724,0.0,0.758,0.242
1341175,neu,0.2944,0.0,0.695,0.305
1341176,neu,0.465,0.205,0.463,0.332
1341182,neu,-0.34,0.138,0.862,0.0
1341183,neu,0.2263,0.0,0.94,0.06
1341184,neu,0.7404,0.127,0.618,0.255
1341185,neu,-0.34,0.181,0.654,0.165
1341186,neu,0.128,0.0,0.769,0.231
1341187,neu,0.2732,0.0,0.769,0.231
1341188,neu,0.0,0.0,1.0,0.0
1341189,neu,0.0,0.0,1.0,0.0
1341190,neu,0.0,0.0,1.0,0.0
1341191,neu,0.0,0.0,1.0,0.0
1341192,neu,0.296,0.0,0.833,0.167
1341193,neu,0.0,0.0,1.0,0.0
1341194,neu,0.0,0.0,1.0,0.0
1341195,neu,0.5574,0.07,0.734,0.196
1341196,neu,0.0,0.0,1.0,0.0
1341197,neu,0.0,0.0,1.0,0.0
1341198,neu,0.0,0.0,1.0,0.0
1341199,neu,0.0,0.0,1.0,0.0
1341200,neu,0.5719,0.0,0.871,0.129
1341201,neu,0.0,0.0,1.0,0.0
1341202,neu,0.2023,0.045,0.879,0.076
1341203,neu,0.8126,0.0,0.543,0.457
1341204,neu,0.8503,0.053,0.608,0.339
1341205,neu,0.0,0.0,1.0,0.0
1341209,neu,0.6705,0.0,0.621,0.379
1341211,neu,0.0,0.0,1.0,0.0
1341212,neu,0.2247,0.057,0.87,0.072
1341213,neu,0.1779,0.257,0.391,0.352
1341214,neg,-0.0772,0.444,0.159,0.397
1341215,neu,-0.9198,0.223,0.777,0.0
1341216,neu,0.6588,0.0,0.597,0.403
1341220,neu,0.8316,0.0,0.823,0.177
1341221,neu,0.2732,0.141,0.606,0.253
1341225,neu,-0.8201,0.147,0.803,0.05
1341226,neu,-0.8805,0.092,0.908,0.0
1341227,neu,-0.296,0.063,0.937,0.0
1341229,neu,0.3818,0.148,0.556,0.296
1341230,neu,-0.6369,0.262,0.645,0.093
1341231,neu,-0.6597,0.423,0.577,0.0
1341232,neu,-0.8974,0.24,0.633,0.127
1341233,neu,0.6486,0.0,0.777,0.223
1341235,neu,-0.2732,0.14,0.759,0.101
1341241,neu,-0.6765,0.144,0.856,0.0
1341242,neu,0.5719,0.0,0.719,0.281
1341244,neu,0.0,0.0,1.0,0.0
1341245,neu,-0.1531,0.182,0.676,0.142
1341246,neu,0.0,0.0,1.0,0.0
1341247,neu,0.7506,0.047,0.796,0.157
1341248,neu,-0.1779,0.11,0.772,0.119
1341250,neu,0.2732,0.0,0.704,0.296
1341252,neu,0.1675,0.125,0.711,0.164
1341253,neu,0.0,0.0,1.0,0.0
1341254,neu,0.4404,0.0,0.726,0.274
1341255,neu,-0.4753,0.306,0.694,0.0
1341267,neu,0.2263,0.0,0.853,0.147
1341268,neu,0.4973,0.0,0.685,0.315
1341271,neu,0.872,0.0,0.727,0.273
1341273,neu,-0.7351,0.31,0.62,0.07
1341274,neu,-0.765,0.121,0.879,0.0
1341277,neu,0.3612,0.0,0.737,0.263
1341278,neu,-0.5139,0.243,0.638,0.119
1341279,neu,0.0,0.0,1.0,0.0
1341280,neu,0.0,0.0,1.0,0.0
1341281,neu,0.0,0.0,1.0,0.0
1341282,neu,-0.2023,0.072,0.882,0.046
1341283,neu,-0.7783,0.163,0.837,0.0
1341284,neu,-0.8019,0.198,0.76,0.042
1341285,neu,-0.296,0.063,0.905,0.033
1341286,neu,-0.036,0.091,0.792,0.117
1341287,neg,-0.5994,0.551,0.449,0.0
1341288,neu,0.4019,0.0,0.876,0.124
1341289,neu,0.0,0.0,1.0,0.0
1341290,neu,-0.5267,0.175,0.825,0.0
1341291,neu,-0.5719,0.138,0.811,0.05
1341294,neu,-0.9974,0.3,0.613,0.087
1341305,neu,0.0,0.0,1.0,0.0
1341306,neu,0.5007,0.0,0.923,0.077
1341307,neu,0.0,0.0,1.0,0.0
1341309,neu,0.6588,0.082,0.769,0.149
1341310,neu,0.0,0.0,1.0,0.0
1341327,neu,-0.0772,0.181,0.603,0.216
1341328,neu,-0.839,0.206,0.747,0.047
1341329,neu,0.0,0.0,1.0,0.0
1341330,neu,0.5719,0.0,0.748,0.252
1341331,neu,0.636,0.0,0.679,0.321
1341332,neu,0.3182,0.0,0.723,0.277
1341333,neu,0.0,0.0,1.0,0.0
1341334,neu,0.9147,0.03,0.867,0.103
1341335,neu,0.9186,0.077,0.734,0.189
1341336,neu,0.7678,0.065,0.694,0.241
1341338,neu,0.3935,0.103,0.686,0.212
1341340,neu,0.0,0.0,1.0,0.0
1341341,neu,0.0,0.0,1.0,0.0
1341342,neu,-0.8225,0.19,0.705,0.105
1341343,neu,-0.3182,0.098,0.826,0.076
1341344,neu,0.0,0.0,1.0,0.0
1341345,neu,0.0,0.0,1.0,0.0
1341346,neu,0.0,0.0,1.0,0.0
1341347,neu,0.0,0.0,1.0,0.0
1341353,neu,0.4885,0.063,0.792,0.145
1341362,neu,-0.6727,0.094,0.826,0.08
1341363,neu,0.8964,0.074,0.774,0.152
1341364,neu,0.5455,0.144,0.65,0.206
1341366,neg,-0.3802,0.633,0.0,0.367
1341367,neu,0.0,0.0,1.0,0.0
1341368,neu,-0.1217,0.137,0.754,0.109
1341369,neu,-0.4482,0.091,0.86,0.049
1341370,neu,0.4833,0.122,0.709,0.169
1341371,neu,-0.9811,0.222,0.729,0.05
1341372,neu,-0.9553,0.176,0.724,0.1
1341379,neu,0.8307,0.034,0.718,0.248
1341380,neu,0.0,0.0,1.0,0.0
1341381,neu,0.0258,0.113,0.769,0.117
1341383,neu,0.5411,0.0,0.811,0.189
1341384,neu,-0.9919,0.387,0.602,0.01
1341391,neu,0.9573,0.114,0.727,0.159
1341392,neu,-0.5106,0.094,0.838,0.069
1341393,neu,-0.2235,0.076,0.924,0.0
1341396,neu,0.0,0.0,1.0,0.0
1341397,neu,-0.0772,0.091,0.83,0.079
1341398,neu,0.4023,0.0,0.722,0.278
1341399,neu,-0.5499,0.124,0.876,0.0
1341400,neu,0.0,0.0,1.0,0.0
1341403,neu,-0.5603,0.092,0.843,0.065
1341404,neu,-0.6079,0.198,0.72,0.082
1341405,neu,0.4404,0.0,0.892,0.108
1341410,neu,0.0,0.0,1.0,0.0
1341411,neu,0.0,0.0,1.0,0.0
1341412,neu,0.0,0.0,1.0,0.0
1341413,neu,0.0,0.0,1.0,0.0
1341414,neu,0.0,0.0,1.0,0.0
1341415,neu,0.2732,0.0,0.741,0.259
1341416,neu,0.4215,0.0,0.763,0.237
1341417,pos,0.3182,0.0,0.465,0.535
1341418,neu,0.25,0.0,0.6,0.4
1341419,neu,0.3612,0.0,0.737,0.263
1341420,neu,0.0,0.0,1.0,0.0
1341421,neu,0.6988,0.0,0.556,0.444
1341422,pos,0.7269,0.0,0.33,0.67
1341423,neu,0.0,0.0,1.0,0.0
1341424,neu,0.5719,0.064,0.817,0.12
1341425,neu,0.0,0.0,1.0,0.0
1341426,neu,0.0,0.0,1.0,0.0
1341427,neu,0.0,0.0,1.0,0.0
1341428,neu,0.0,0.0,1.0,0.0
1341429,neu,-0.296,0.423,0.577,0.0
1341432,neu,-0.6611,0.134,0.759,0.107
1341433,neu,-0.5478,0.476,0.524,0.0
1341434,neu,0.9888,0.076,0.672,0.252
1341435,neu,0.2732,0.052,0.847,0.101
1341436,neu,0.2739,0.124,0.733,0.143
1341437,neu,0.2458,0.117,0.691,0.192
1341438,neu,0.221,0.216,0.491,0.293
1341443,neu,0.0,0.0,1.0,0.0
1341456,neu,0.0,0.0,1.0,0.0
1341458,neu,0.0,0.0,1.0,0.0
1341459,neu,0.0,0.0,1.0,0.0
1341460,neu,0.8931,0.117,0.607,0.276
1341461,neu,0.0,0.0,1.0,0.0
1341462,neu,-0.0018,0.064,0.854,0.082
1341463,neu,0.5196,0.103,0.707,0.191
1341464,neu,0.1695,0.0,0.546,0.454
1341465,neu,0.0,0.0,1.0,0.0
1341466,neu,0.0,0.0,1.0,0.0
1341467,neu,0.6911,0.0,0.909,0.091
1341468,neu,0.5106,0.057,0.801,0.142
1341469,neu,-0.6133,0.115,0.779,0.106
1341470,neu,0.32,0.104,0.806,0.09
1341471,neu,0.128,0.063,0.852,0.085
1341472,neu,-0.3497,0.108,0.814,0.077
1341473,neu,0.5267,0.127,0.694,0.179
1341474,neu,-0.6124,0.116,0.884,0.0
1341475,neu,0.25,0.0,0.917,0.083
1341476,neu,0.2617,0.075,0.804,0.122
1341480,neu,0.0,0.0,1.0,0.0
1341492,neg,-0.9754,0.483,0.419,0.098
1341493,neu,-0.4767,0.162,0.838,0.0
1341494,neu,0.6292,0.063,0.714,0.223
1341495,neu,0.0516,0.098,0.797,0.105
1341496,neu,0.379,0.055,0.836,0.109
1341497,neu,0.3939,0.0,0.894,0.106
1341498,neu,0.6124,0.089,0.733,0.178
1341499,neu,0.2391,0.059,0.869,0.072
1341500,neu,0.4404,0.0,0.838,0.162
1341501,neu,0.128,0.041,0.904,0.055
1341502,neu,-0.9209,0.198,0.703,0.1
1341503,neu,0.3612,0.0,0.884,0.116
1341504,neu,0.0772,0.0,0.929,0.071
1341505,neu,0.9258,0.105,0.704,0.191
1341506,neu,-0.5267,0.206,0.709,0.085
1341507,neu,0.7906,0.053,0.853,0.094
1341509,neu,-0.3919,0.063,0.937,0.0
1341510,neu,0.0,0.0,1.0,0.0
1341511,neu,-0.5423,0.24,0.656,0.104
1341512,neu,0.0,0.0,1.0,0.0
1341520,neu,-0.4003,0.119,0.881,0.0
1341521,neu,-0.1531,0.018,0.982,0.0
1341522,neu,0.0,0.0,1.0,0.0
1341523,neu,-0.296,0.109,0.833,0.058
1341524,neu,0.0,0.0,1.0,0.0
1341525,neu,0.9658,0.0,0.667,0.333
1341526,neu,0.5747,0.078,0.815,0.107
1341527,neu,0.5106,0.067,0.765,0.168
1341528,neu,-0.3182,0.161,0.839,0.0
1341529,neu,0.8519,0.0,0.78,0.22
1341530,neu,0.3252,0.0,0.891,0.109
1341531,neu,-0.1179,0.095,0.793,0.113
1341538,neu,0.0,0.0,1.0,0.0
1341539,neu,0.9413,0.0,0.908,0.092
1341540,neu,-0.7096,0.109,0.851,0.04
1341542,neg,-0.4215,1.0,0.0,0.0
1341543,neu,0.0,0.0,1.0,0.0
1341544,neu,0.0,0.0,1.0,0.0
1341545,neu,0.5417,0.0,0.909,0.091
1341546,neu,-0.7028,0.248,0.625,0.127
1341547,neu,-0.474,0.095,0.819,0.086
1341548,neu,-0.9229,0.434,0.566,0.0
1341549,neu,-0.1263,0.169,0.688,0.143
1341550,neu,-0.6975,0.203,0.712,0.085
1341551,neu,0.2755,0.0,0.877,0.123
1341552,neu,-0.9206,0.143,0.788,0.069
1341553,neu,-0.4767,0.24,0.546,0.214
1341554,neu,-0.8442,0.253,0.662,0.085
1341557,neg,-0.7351,0.446,0.422,0.133
1341558,neu,0.0,0.0,1.0,0.0
1341559,neu,0.3152,0.149,0.682,0.169
1341560,neu,-0.5523,0.205,0.715,0.08
1341562,neu,-0.25,0.133,0.867,0.0
1341565,neu,0.9153,0.0,0.615,0.385
1341566,neu,-0.5574,0.187,0.813,0.0
1341567,neu,-0.0387,0.033,0.937,0.03
1341568,neu,-0.128,0.086,0.914,0.0
1341569,neu,0.3947,0.0,0.871,0.129
1341570,neu,0.296,0.0,0.891,0.109
1341571,neu,0.7003,0.075,0.806,0.119
1341572,neu,-0.5994,0.064,0.936,0.0
1341573,neu,0.2431,0.074,0.842,0.084
1341574,neu,-0.296,0.051,0.949,0.0
1341575,neu,0.5267,0.0,0.702,0.298
1341576,neu,-0.8591,0.287,0.603,0.11
1341580,neu,0.2023,0.169,0.593,0.237
1341581,neu,0.0,0.0,1.0,0.0
1341582,neu,-0.1531,0.247,0.548,0.205
1341583,neu,-0.5719,0.138,0.774,0.087
1341584,neu,-0.1511,0.082,0.85,0.068
1341585,neu,0.0,0.0,1.0,0.0
1341586,neu,0.2023,0.13,0.709,0.161
1341587,neu,0.608,0.077,0.808,0.115
1341590,neu,0.0258,0.226,0.538,0.237
1341591,neu,0.0,0.0,1.0,0.0
1341592,neu,-0.6072,0.109,0.831,0.06
1341594,neu,0.0,0.0,1.0,0.0
1341595,neu,0.0,0.0,1.0,0.0
1341599,neu,0.8644,0.0,0.792,0.208
1341600,neu,0.0,0.0,1.0,0.0
1341601,neu,0.872,0.0,0.764,0.236
1341602,neu,0.7011,0.037,0.791,0.172
1341609,pos,0.3612,0.0,0.444,0.556
1341610,neu,0.2732,0.074,0.794,0.132
1341611,neu,0.9455,0.072,0.802,0.126
1341612,neu,0.0,0.0,1.0,0.0
1341613,neu,0.0,0.0,1.0,0.0
1341614,neu,0.9313,0.0,0.801,0.199
1341615,neu,0.2247,0.126,0.694,0.18
1341616,neu,0.7436,0.022,0.878,0.1
1341617,neu,0.7319,0.0,0.83,0.17
1341618,neu,0.935,0.008,0.897,0.095
1341619,neu,0.7269,0.0,0.823,0.177
1341620,neu,0.8625,0.036,0.773,0.191
1341621,neu,-0.0026,0.208,0.638,0.154
1341622,neu,-0.25,0.04,0.96,0.0
1341623,neu,0.0,0.0,1.0,0.0
1341624,neu,-0.743,0.195,0.805,0.0
1341625,neu,0.8658,0.067,0.762,0.17
1341626,neu,0.0,0.0,1.0,0.0
1341627,neu,0.4588,0.078,0.81,0.112
1341628,neu,0.128,0.079,0.753,0.168
1341629,neu,0.6908,0.0,0.678,0.322
1341630,neu,0.4404,0.0,0.854,0.146
1341631,neu,0.3612,0.156,0.569,0.275
1341632,neu,0.2732,0.0,0.84,0.16
1341633,neu,0.0,0.0,1.0,0.0
1341642,neu,-0.7867,0.198,0.653,0.149
1341643,neu,-0.9906,0.394,0.606,0.0
1341644,neu,0.0,0.0,1.0,0.0
1341645,neu,-0.7845,0.257,0.743,0.0
1341646,neu,0.714,0.0,0.812,0.188
1341647,neg,-0.3595,0.538,0.462,0.0
1341648,neu,0.6697,0.049,0.82,0.131
1341649,neu,0.0,0.0,1.0,0.0
1341650,neu,-0.9358,0.436,0.487,0.077
1341651,neu,0.0,0.0,1.0,0.0
1341652,neu,0.0374,0.021,0.965,0.014
1341654,neu,0.5448,0.0,0.81,0.19
1341655,neu,0.4019,0.0,0.934,0.066
1341656,neu,-0.2235,0.1,0.9,0.0
1341661,neu,0.0,0.0,1.0,0.0
1341662,neu,0.0,0.0,1.0,0.0
1341663,neu,0.0,0.0,1.0,0.0
1341664,neu,0.6597,0.0,0.526,0.474
1341665,neu,0.5095,0.0,0.785,0.215
1341666,neu,0.2732,0.0,0.826,0.174
1341667,pos,0.5952,0.0,0.437,0.563
1341668,pos,0.5081,0.0,0.378,0.622
1341669,neu,0.25,0.069,0.837,0.094
1341670,neu,0.0,0.0,1.0,0.0
1341671,neu,0.0,0.0,1.0,0.0
1341672,neu,0.2942,0.0,0.856,0.144
1341673,neu,0.0,0.0,1.0,0.0
1341674,neu,0.0,0.0,1.0,0.0
1341675,pos,0.5338,0.201,0.354,0.445
1341676,neu,0.0,0.0,1.0,0.0
1341677,neu,0.0,0.0,1.0,0.0
1341678,neu,0.2926,0.224,0.426,0.35
1341679,neu,0.0,0.0,1.0,0.0
1341680,neu,0.5538,0.0,0.528,0.472
1341681,neu,0.0,0.0,1.0,0.0
1341682,neu,0.0,0.0,1.0,0.0
1341683,neu,0.0,0.0,1.0,0.0
1341684,neu,0.0,0.0,1.0,0.0
1341685,neu,0.0,0.0,1.0,0.0
1341686,neu,0.0,0.0,1.0,0.0
1341687,neu,0.0,0.0,1.0,0.0
1341688,neu,0.0772,0.0,0.843,0.157
1341689,pos,0.5551,0.0,0.358,0.642
1341691,neu,0.0,0.0,1.0,0.0
1341693,neu,-0.5423,0.108,0.892,0.0
1341694,neu,0.0,0.0,1.0,0.0
1341695,pos,0.4215,0.0,0.417,0.583
1341696,neu,-0.0772,0.206,0.794,0.0
1341697,neu,0.0,0.0,1.0,0.0
1341701,neu,-0.8118,0.261,0.648,0.091
1341702,neu,-0.8398,0.122,0.809,0.069
1341703,neu,0.6486,0.034,0.846,0.12
1341704,neu,-0.9648,0.307,0.677,0.016
1341705,neu,0.25,0.0,0.6,0.4
1341706,neu,0.3724,0.0,0.855,0.145
1341712,neu,0.0,0.0,1.0,0.0
1341713,neu,0.0,0.0,1.0,0.0
1341714,neu,0.0,0.0,1.0,0.0
1341715,neu,0.34,0.144,0.575,0.282
1341721,neu,-0.5574,0.194,0.806,0.0
1341725,neu,0.5859,0.0,0.513,0.487
1341728,neu,-0.0572,0.234,0.766,0.0
1341729,neu,0.9006,0.117,0.706,0.177
1341731,neu,0.0772,0.0,0.755,0.245
1341732,neu,0.0,0.0,1.0,0.0
1341733,neu,0.0,0.0,1.0,0.0
1341734,neu,-0.1027,0.076,0.924,0.0
1341735,pos,0.6249,0.0,0.328,0.672
1341736,neu,0.0,0.0,1.0,0.0
1341737,neu,0.0,0.0,1.0,0.0
1341738,neu,0.0,0.0,1.0,0.0
1341739,neu,0.0,0.0,1.0,0.0
1341742,neu,-0.5859,0.388,0.612,0.0
1341745,neu,-0.7096,0.096,0.874,0.029
1341746,neu,0.75,0.07,0.717,0.213
1341747,neu,-0.0258,0.299,0.412,0.289
1341773,neu,0.0,0.0,1.0,0.0
1341781,neg,-0.4767,0.756,0.244,0.0
1341782,neu,0.79,0.018,0.927,0.055
1341783,neu,0.4404,0.133,0.664,0.203
1341784,pos,0.2023,0.0,0.357,0.643
1341785,neu,0.9457,0.098,0.761,0.141
1341787,neu,0.9604,0.0,0.807,0.193
1341788,neu,-0.7399,0.198,0.703,0.098
1341789,neu,0.0,0.0,1.0,0.0
1341790,neu,-0.5106,0.216,0.784,0.0
1341792,neu,-0.4106,0.184,0.816,0.0
1341793,pos,0.3595,0.0,0.286,0.714
1341795,neu,0.4767,0.0,0.728,0.272
1341796,neu,-0.5661,0.095,0.836,0.069
1341805,neu,0.0,0.0,1.0,0.0
1341806,neu,0.0,0.0,1.0,0.0
1341807,neu,0.1461,0.14,0.66,0.201
1341808,neu,0.0,0.0,1.0,0.0
1341809,neu,0.4767,0.0,0.563,0.437
1341810,neu,-0.7506,0.307,0.6,0.093
1341811,neu,-0.0644,0.08,0.826,0.093
1341813,neu,0.0,0.0,1.0,0.0
1341818,neu,0.4753,0.0,0.901,0.099
1341822,neu,-0.6486,0.189,0.745,0.066
1341823,neu,-0.1531,0.176,0.682,0.142
1341824,neu,0.0,0.0,1.0,0.0
1341826,neu,0.7902,0.095,0.476,0.428
1341827,neu,0.0,0.0,1.0,0.0
1341828,neu,0.1027,0.133,0.714,0.153
1341831,neu,0.9189,0.027,0.818,0.154
1341832,neu,-0.4198,0.144,0.769,0.087
1341833,neu,-0.2755,0.11,0.89,0.0
1341840,neu,-0.1935,0.16,0.702,0.139
1341841,neu,-0.4939,0.412,0.588,0.0
1341844,neu,-0.6705,0.322,0.502,0.176
1341845,neu,0.4036,0.091,0.8,0.109
1341849,neu,0.6486,0.0,0.88,0.12
1341861,neu,0.0,0.0,1.0,0.0
1341862,neu,-0.4215,0.177,0.823,0.0
1341863,neu,-0.7707,0.145,0.787,0.068
1341864,neu,-0.9725,0.239,0.698,0.063
1341865,neu,0.0,0.0,1.0,0.0
1341866,neu,0.9417,0.03,0.79,0.18
1341876,neu,-0.7579,0.313,0.617,0.07
1341877,neu,0.7952,0.0,0.598,0.402
1341878,neu,0.9843,0.156,0.45,0.394
1341879,neu,0.0,0.0,1.0,0.0
1341880,neu,0.0,0.0,1.0,0.0
1341881,neu,-0.3182,0.247,0.753,0.0
1341883,neu,0.4455,0.067,0.828,0.105
1341889,neu,0.0,0.0,1.0,0.0
1341890,neu,0.0,0.0,1.0,0.0
1341892,neu,0.2869,0.05,0.88,0.07
1341894,neu,-0.1316,0.204,0.693,0.103
1341895,neu,0.0,0.0,1.0,0.0
1341896,neu,0.34,0.081,0.797,0.122
1341897,neu,-0.3412,0.131,0.784,0.084
1341898,neu,-0.128,0.123,0.765,0.112
1341899,neu,0.9326,0.082,0.807,0.111
1341900,neu,0.4588,0.099,0.613,0.288
1341901,pos,0.2023,0.355,0.161,0.484
1341902,neu,-0.8827,0.304,0.609,0.087
1341906,neu,0.7992,0.0,0.857,0.143
1341907,neu,0.0,0.0,1.0,0.0
1341908,neu,0.0,0.0,1.0,0.0
1341909,neu,-0.25,0.063,0.889,0.049
1341910,neu,-0.1923,0.079,0.862,0.059
1341913,neu,0.7096,0.0,0.781,0.219
1341914,neu,0.875,0.052,0.767,0.182
1341915,neu,-0.1154,0.074,0.874,0.053
1341917,neu,-0.9727,0.248,0.639,0.113
1341926,neu,0.3818,0.0,0.833,0.167
1341927,neu,0.7968,0.085,0.675,0.24
1341928,neu,-0.1882,0.099,0.852,0.049
1341929,neu,0.0,0.0,1.0,0.0
1341930,neu,-0.4767,0.279,0.721,0.0
1341935,neu,0.0,0.0,1.0,0.0
1341936,neu,0.0,0.0,1.0,0.0
1341937,neu,0.5859,0.0,0.745,0.255
1341938,neu,0.0,0.0,1.0,0.0
1341943,neu,-0.4939,0.151,0.849,0.0
1341944,pos,0.786,0.0,0.431,0.569
1341945,neu,0.8271,0.046,0.748,0.206
1341946,neu,0.3612,0.0,0.737,0.263
1341947,neu,0.6124,0.0,0.643,0.357
1341948,neu,-0.0762,0.046,0.954,0.0
1341949,neu,0.4019,0.099,0.731,0.17
1341950,neu,-0.296,0.068,0.932,0.0
1341951,neu,0.3089,0.0,0.861,0.139
1341952,neu,0.6369,0.0,0.625,0.375
1341953,neu,-0.6565,0.204,0.67,0.125
1341954,neu,-0.9325,0.174,0.826,0.0
1341955,neu,0.34,0.0,0.595,0.405
1341956,neu,0.125,0.19,0.632,0.178
1341957,neu,-0.9705,0.32,0.68,0.0
1341958,neu,-0.4404,0.324,0.52,0.156
1341962,pos,0.296,0.0,0.476,0.524
1341963,neu,0.1877,0.076,0.808,0.115
1341964,neu,0.4574,0.0,0.501,0.499
1341965,neg,-0.3597,0.555,0.445,0.0
1341966,neu,-0.6858,0.123,0.814,0.063
1341967,neu,0.3532,0.02,0.93,0.05
1341968,neu,-0.6137,0.211,0.671,0.119
1341969,neu,-0.8316,0.297,0.642,0.061
1341970,neu,0.9577,0.033,0.672,0.295
1341973,neu,0.0,0.0,1.0,0.0
1341975,neu,0.7845,0.0,0.76,0.24
1341976,neu,-0.3527,0.137,0.778,0.085
1341978,neu,0.2263,0.091,0.782,0.128
1341979,neu,-0.3036,0.199,0.687,0.114
1341981,neu,0.0,0.0,1.0,0.0
1341982,neu,-0.8442,0.178,0.822,0.0
1341983,neu,-0.5859,0.194,0.732,0.073
1341984,neu,-0.1306,0.1,0.835,0.065
1341985,neu,0.1439,0.099,0.744,0.157
1341986,neg,-0.6553,0.405,0.372,0.223
1341987,neu,-0.3736,0.081,0.919,0.0
1341988,neu,-0.5719,0.17,0.83,0.0
1341989,neu,0.9523,0.089,0.708,0.203
1341990,neu,0.2716,0.0,0.811,0.189
1341995,neu,0.0,0.0,1.0,0.0
1341996,neu,0.4404,0.0,0.873,0.127
1341997,neu,0.6908,0.084,0.591,0.325
1341998,neu,-0.1045,0.055,0.945,0.0
1342005,neu,-0.1531,0.067,0.877,0.056
1342006,neu,0.0,0.0,1.0,0.0
1342007,neu,0.9925,0.101,0.742,0.157
1342008,neu,0.6593,0.152,0.595,0.253
1342009,neu,0.8921,0.044,0.64,0.316
1342010,neu,0.7172,0.0,0.778,0.222
1342012,neu,0.4767,0.0,0.773,0.227
1342013,neu,0.0,0.0,1.0,0.0
1342014,neu,0.0865,0.092,0.783,0.125
1342015,neu,0.0,0.0,1.0,0.0
1342016,neu,-0.743,0.174,0.826,0.0
1342017,neu,0.8016,0.068,0.771,0.161
1342018,pos,0.6114,0.0,0.334,0.666
1342019,neu,0.6896,0.079,0.743,0.178
1342020,neu,0.0516,0.068,0.858,0.074
1342021,neu,0.836,0.0,0.765,0.235
1342022,pos,0.5719,0.0,0.213,0.787
1342023,neg,-0.3182,0.535,0.465,0.0
1342024,neu,0.0,0.0,1.0,0.0
1342025,neu,0.5106,0.0,0.87,0.13
1342026,neg,-0.9432,0.536,0.464,0.0
1342027,neu,0.0,0.0,1.0,0.0
1342028,neu,0.0,0.0,1.0,0.0
1342029,neu,-0.4767,0.195,0.724,0.081
1342030,neu,0.6369,0.0,0.811,0.189
1342031,pos,0.5719,0.0,0.351,0.649
1342032,pos,0.6114,0.0,0.334,0.666
1342033,neu,-0.3612,0.205,0.684,0.11
1342034,neu,-0.2964,0.205,0.672,0.123
1342035,neu,-0.1027,0.091,0.909,0.0
1342036,neu,0.8599,0.0,0.536,0.464
1342037,neg,-0.3612,0.474,0.206,0.32
1342038,neu,0.0,0.0,1.0,0.0
1342039,neu,0.3728,0.031,0.904,0.065
1342040,pos,0.6114,0.0,0.334,0.666
1342041,neu,0.0,0.0,1.0,0.0
1342042,neu,0.2263,0.105,0.711,0.184
1342044,neu,-0.8683,0.411,0.589,0.0
1342045,neu,0.0,0.0,1.0,0.0
1342046,neu,0.0,0.0,1.0,0.0
1342047,neu,-0.1406,0.052,0.921,0.027
1342048,neu,0.5859,0.0,0.944,0.056
1342049,pos,0.9062,0.0,0.245,0.755
1342050,neu,0.25,0.0,0.8,0.2
1342051,neu,0.4767,0.0,0.859,0.141
1342052,neu,-0.4767,0.183,0.663,0.154
1342053,neu,0.4019,0.0,0.69,0.31
1342054,neu,-0.1114,0.092,0.801,0.108
1342055,neu,0.0,0.0,1.0,0.0
1342058,neu,-0.4019,0.091,0.872,0.037
1342060,neu,-0.2263,0.046,0.925,0.029
1342062,neu,0.0,0.0,1.0,0.0
1342063,neu,0.3182,0.0,0.753,0.247
1342064,neu,0.2732,0.0,0.792,0.208
1342065,neu,0.1531,0.0,0.789,0.211
1342066,neu,0.0,0.0,1.0,0.0
1342067,neu,0.0,0.0,1.0,0.0
1342068,neu,0.0,0.0,1.0,0.0
1342069,neu,0.3597,0.0,0.967,0.033
1342070,neu,0.0,0.0,1.0,0.0
1342071,neu,0.3716,0.0,0.88,0.12
