id,sentiment,score_compound,score_neg,score_neu,score_pos
1323718,neu,-0.3182,0.133,0.793,0.074
1323719,neu,-0.6597,0.31,0.69,0.0
1323720,neu,-0.6597,0.239,0.761,0.0
1323721,neu,0.4588,0.0,0.875,0.125
1323722,neu,-0.7645,0.136,0.814,0.049
1323723,neu,-0.8519,0.235,0.716,0.049
1323724,neu,-0.2577,0.108,0.786,0.107
1323725,neu,0.2247,0.089,0.792,0.119
1323726,neu,0.4019,0.0,0.597,0.403
1323727,pos,0.5994,0.0,0.0,1.0
1323728,neu,-0.7678,0.187,0.686,0.128
1323729,neu,-0.4215,0.177,0.823,0.0
1323730,neu,-0.872,0.2,0.638,0.162
1323731,neu,0.7717,0.0,0.772,0.228
1323732,neu,-0.9759,0.239,0.674,0.087
1323733,neu,0.0,0.0,1.0,0.0
1323734,neu,-0.3089,0.244,0.756,0.0
1323735,neu,0.2584,0.0,0.958,0.042
1323736,neu,-0.6335,0.091,0.885,0.023
1323737,neu,-0.8897,0.128,0.802,0.069
1323738,neu,0.4118,0.0,0.886,0.114
1323739,neu,-0.4927,0.191,0.742,0.066
1323740,neu,-0.0258,0.134,0.769,0.097
1323741,neu,0.1754,0.133,0.691,0.176
1323742,pos,0.9042,0.0,0.385,0.615
1323743,neu,0.7676,0.0,0.776,0.224
1323744,neu,-0.8842,0.291,0.667,0.042
1323745,neu,0.1779,0.223,0.446,0.331
1323746,neu,0.7503,0.104,0.724,0.172
1323747,neu,-0.1625,0.117,0.815,0.068
1323748,neu,-0.7227,0.186,0.75,0.064
1323749,neu,0.5519,0.108,0.699,0.193
1323750,neu,0.0,0.0,1.0,0.0
1323751,neu,0.0,0.0,1.0,0.0
1323752,neu,0.7003,0.0,0.734,0.266
1323753,neu,0.4215,0.0,0.909,0.091
1323754,neu,-0.2057,0.087,0.913,0.0
1323755,neu,0.0,0.0,1.0,0.0
1323756,neu,0.8732,0.057,0.744,0.199
1323757,neu,0.0,0.0,1.0,0.0
1323758,neu,0.9571,0.043,0.846,0.111
1323759,neu,0.9055,0.0,0.854,0.146
1323760,neu,-0.3016,0.069,0.87,0.061
1323761,neu,0.9113,0.0,0.741,0.259
1323762,neu,0.6682,0.0,0.594,0.406
1323763,neu,-0.3182,0.125,0.792,0.083
1323764,neu,0.0,0.0,1.0,0.0
1323765,pos,0.7506,0.0,0.319,0.681
1323766,neu,0.8646,0.0,0.608,0.392
1323767,neu,0.3612,0.0,0.615,0.385
1323768,neu,-0.5875,0.231,0.769,0.0
1323769,neu,0.7748,0.0,0.748,0.252
1323770,neu,-0.9432,0.208,0.708,0.083
1323771,neu,0.4959,0.102,0.777,0.121
1323772,neu,0.0,0.0,1.0,0.0
1323773,pos,0.296,0.0,0.476,0.524
1323774,neu,-0.2008,0.135,0.713,0.152
1323775,neu,0.0,0.0,1.0,0.0
1323776,neu,-0.8326,0.272,0.53,0.198
1323777,neu,0.4754,0.0,0.795,0.205
1323778,neu,0.6428,0.045,0.733,0.221
1323779,neu,-0.4131,0.145,0.787,0.067
1323780,neu,0.4767,0.097,0.74,0.163
1323781,neu,0.8599,0.122,0.697,0.181
1323782,neu,0.0,0.0,1.0,0.0
1323783,neu,0.634,0.031,0.826,0.143
1323784,neu,0.6369,0.0,0.588,0.412
1323785,neu,-0.34,0.051,0.918,0.032
1323786,neu,0.0,0.0,1.0,0.0
1323795,neu,0.0,0.0,1.0,0.0
1323796,neu,0.7473,0.0,0.611,0.389
1323797,neu,0.0142,0.083,0.811,0.106
1323798,neu,0.0302,0.284,0.487,0.228
1323799,neu,0.4939,0.0,0.556,0.444
1323800,neu,0.5267,0.0,0.885,0.115
1323801,neu,0.0,0.0,1.0,0.0
1323802,neu,0.3956,0.169,0.642,0.189
1323803,neu,0.8104,0.057,0.792,0.151
1323804,neu,0.4927,0.0,0.687,0.313
1323805,neu,0.8954,0.084,0.61,0.307
1323806,neu,0.0366,0.115,0.767,0.118
1323807,neu,-0.7351,0.298,0.702,0.0
1323808,neu,0.9287,0.0,0.708,0.292
1323809,neu,0.81,0.0,0.541,0.459
1323810,neu,0.5508,0.189,0.594,0.217
1323811,neu,0.0,0.0,1.0,0.0
1323812,neu,0.0,0.0,1.0,0.0
1323813,neu,-0.3237,0.266,0.515,0.218
1323814,neu,0.9946,0.129,0.625,0.246
1323815,neu,0.93,0.0,0.848,0.152
1323816,neu,0.8496,0.022,0.793,0.185
1323817,neu,0.7981,0.157,0.6,0.243
1323818,neu,0.0,0.0,1.0,0.0
1323819,neu,0.0,0.0,1.0,0.0
1323820,neu,-0.3089,0.131,0.869,0.0
1323821,neu,0.4815,0.163,0.599,0.238
1323822,neu,0.8308,0.05,0.69,0.259
1323823,neu,0.5635,0.182,0.583,0.235
1323824,neu,0.4153,0.155,0.633,0.212
1323825,neu,0.8212,0.075,0.725,0.2
1323826,neu,0.3551,0.144,0.704,0.152
1323827,neu,0.4201,0.099,0.64,0.261
1323828,neu,0.7717,0.0,0.688,0.312
1323829,neu,-0.3089,0.184,0.816,0.0
1323830,neu,0.4182,0.098,0.764,0.137
1323831,neu,-0.9618,0.302,0.698,0.0
1323832,neu,0.0,0.0,1.0,0.0
1323833,neu,-0.3612,0.172,0.828,0.0
1323834,neu,0.774,0.046,0.822,0.132
1323835,neu,-0.7269,0.249,0.7,0.051
1323836,neu,0.7007,0.11,0.72,0.17
1323837,neu,0.8271,0.0,0.726,0.274
1323838,neu,0.8225,0.0,0.793,0.207
1323839,neu,0.6597,0.113,0.678,0.209
1323840,neu,0.7773,0.124,0.705,0.171
1323841,neu,0.9536,0.0,0.681,0.319
1323842,neu,-0.3935,0.159,0.759,0.082
1323843,neu,-0.6648,0.353,0.647,0.0
1323844,neu,-0.4404,0.293,0.707,0.0
1323845,neu,0.875,0.076,0.704,0.22
1323846,neu,-0.2842,0.059,0.894,0.047
1323847,neu,-0.3612,0.185,0.815,0.0
1323848,neu,-0.791,0.209,0.629,0.162
1323849,neu,0.0,0.0,1.0,0.0
1323850,neu,-0.2728,0.094,0.8,0.105
1323851,neu,0.4939,0.0,0.824,0.176
1323852,neu,0.5146,0.05,0.839,0.112
1323853,pos,0.7096,0.0,0.459,0.541
1323854,neu,-0.6486,0.225,0.702,0.074
1323855,neu,-0.5106,0.452,0.548,0.0
1323856,neu,0.296,0.083,0.8,0.117
1323857,neu,-0.296,0.216,0.784,0.0
1323858,neu,-0.4019,0.197,0.803,0.0
1323859,neu,0.0,0.0,1.0,0.0
1323860,neu,0.5175,0.152,0.471,0.377
1323861,neu,0.9759,0.0,0.747,0.253
1323862,neu,-0.357,0.088,0.912,0.0
1323863,neu,0.5775,0.088,0.751,0.162
1323864,neu,0.0,0.0,1.0,0.0
1323865,neu,-0.0156,0.169,0.65,0.182
1323866,neu,0.8597,0.112,0.705,0.184
1323867,neu,0.8979,0.0,0.692,0.308
1323868,neu,0.6367,0.097,0.77,0.133
1323869,neu,0.78,0.076,0.707,0.218
1323874,neu,0.7184,0.086,0.629,0.286
1323875,neu,0.0,0.0,1.0,0.0
1323880,neu,0.2263,0.0,0.888,0.112
1323881,neu,-0.8126,0.386,0.528,0.085
1323882,neu,0.0,0.0,1.0,0.0
1323883,neu,-0.4445,0.142,0.709,0.149
1323884,neu,-0.1306,0.132,0.744,0.125
1323885,neu,-0.8316,0.18,0.795,0.025
1323886,neu,-0.6908,0.42,0.49,0.091
1323887,neu,-0.9432,0.349,0.602,0.048
1323888,neu,0.4137,0.0,0.889,0.111
1323889,neu,-0.8176,0.487,0.513,0.0
1323890,neu,0.0,0.0,1.0,0.0
1323891,neu,-0.8913,0.356,0.581,0.063
1323892,neu,-0.4019,0.252,0.748,0.0
1323893,neu,-0.9208,0.104,0.879,0.018
1323894,neu,0.8957,0.049,0.707,0.245
1323895,neu,-0.25,0.269,0.538,0.192
1323896,neu,-0.4215,0.322,0.517,0.161
1323897,neu,0.4767,0.055,0.828,0.116
1323898,neu,-0.296,0.196,0.804,0.0
1323899,neu,0.7506,0.0,0.584,0.416
1323900,neu,0.6908,0.0,0.836,0.164
1323901,neu,-0.1108,0.225,0.534,0.241
1323902,neu,0.0,0.0,1.0,0.0
1323903,neu,0.0,0.0,1.0,0.0
1323904,neu,-0.797,0.272,0.673,0.055
1323905,neu,-0.9077,0.154,0.744,0.101
1323906,neu,-0.6369,0.202,0.723,0.075
1323907,neu,0.34,0.0,0.902,0.098
1323908,neu,-0.296,0.087,0.913,0.0
1323909,neu,0.9116,0.046,0.761,0.193
1323910,neu,-0.9716,0.146,0.801,0.053
1323911,neu,0.34,0.0,0.676,0.324
1323912,neu,-0.3612,0.2,0.635,0.166
1323913,neu,0.1027,0.0,0.903,0.097
1323914,neu,-0.8807,0.459,0.541,0.0
1323915,neu,0.5489,0.111,0.707,0.181
1323916,neu,-0.9841,0.214,0.7,0.086
1323917,neu,-0.2025,0.18,0.658,0.162
1323918,neu,-0.5704,0.216,0.715,0.069
1323919,neu,0.6522,0.089,0.647,0.264
1323920,neu,-0.6886,0.151,0.782,0.067
1323921,neu,0.0,0.0,1.0,0.0
1323922,neu,0.4404,0.063,0.867,0.07
1323923,neu,0.7426,0.068,0.817,0.116
1323924,neu,0.626,0.098,0.663,0.239
1323925,neu,-0.4767,0.137,0.821,0.043
1323926,neu,0.5106,0.104,0.622,0.275
1323927,neu,0.0,0.0,1.0,0.0
1323928,neu,0.2023,0.079,0.791,0.13
1323929,neu,0.0,0.0,1.0,0.0
1323930,neu,0.9502,0.0,0.728,0.272
1323931,neu,0.0,0.0,1.0,0.0
1323932,neu,-0.8519,0.271,0.729,0.0
1323933,neu,-0.6908,0.34,0.66,0.0
1323934,neu,-0.5095,0.148,0.75,0.103
1323935,neu,-0.3818,0.15,0.778,0.072
1323936,neu,-0.5499,0.199,0.622,0.179
1323937,neu,0.5859,0.0,0.821,0.179
1323938,neu,0.0,0.0,1.0,0.0
1323939,neu,0.3182,0.047,0.859,0.094
1323940,neu,0.3182,0.047,0.859,0.094
1323941,neu,0.2212,0.084,0.784,0.133
1323942,neu,0.2057,0.096,0.772,0.133
1323943,neu,0.4015,0.1,0.703,0.197
1323944,neu,0.0,0.0,1.0,0.0
1323945,neu,0.3612,0.071,0.823,0.107
1323946,neu,-0.4417,0.187,0.691,0.122
1323947,neu,-0.5574,0.205,0.694,0.101
1323948,neu,0.0,0.0,1.0,0.0
1323949,neu,0.0,0.0,1.0,0.0
1323950,neu,0.0,0.0,1.0,0.0
1323951,neu,-0.828,0.093,0.863,0.044
1323952,neu,-0.0516,0.149,0.716,0.136
1323953,neu,0.0,0.0,1.0,0.0
1323954,neu,0.0,0.0,1.0,0.0
1323955,neu,-0.296,0.068,0.886,0.046
1323956,neu,0.0,0.0,1.0,0.0
1323957,neu,0.3567,0.05,0.849,0.101
1323958,neu,-0.0772,0.337,0.361,0.301
1323959,neu,-0.2436,0.192,0.639,0.169
1323960,neu,0.0516,0.116,0.763,0.12
1323961,neu,-0.6652,0.275,0.591,0.135
1323962,neu,0.3007,0.0,0.946,0.054
1323963,neu,0.6234,0.082,0.737,0.182
1323964,neu,0.0,0.0,1.0,0.0
1323965,neu,0.8126,0.071,0.765,0.163
1323966,neu,0.6133,0.149,0.579,0.271
1323967,neu,-0.9041,0.14,0.797,0.063
1323968,neu,-0.1027,0.053,0.884,0.062
1323969,neu,-0.8883,0.208,0.792,0.0
1323970,neu,0.0,0.0,1.0,0.0
1323971,neu,-0.743,0.173,0.717,0.11
1323972,neu,0.0,0.0,1.0,0.0
1323973,neu,-0.323,0.122,0.775,0.103
1323974,neu,-0.4118,0.164,0.836,0.0
1323975,neu,-0.4588,0.275,0.569,0.156
1323976,neu,0.4404,0.0,0.854,0.146
1323977,neu,-0.5165,0.251,0.579,0.17
1323978,neu,-0.9705,0.271,0.673,0.056
1323979,neu,-0.0516,0.076,0.83,0.094
1323980,neu,-0.2023,0.089,0.853,0.058
1323981,neu,-0.9094,0.172,0.828,0.0
1323982,neu,0.2023,0.105,0.741,0.154
1323983,neu,0.2537,0.117,0.747,0.136
1323984,neu,-0.8516,0.206,0.757,0.037
1323985,neg,-0.8258,0.547,0.453,0.0
1323986,neu,0.25,0.0,0.882,0.118
1323987,neu,0.2732,0.0,0.877,0.123
1323988,neu,-0.434,0.185,0.815,0.0
1323989,neu,-0.7616,0.151,0.768,0.081
1323990,neu,-0.2732,0.036,0.945,0.018
1323991,neu,-0.4767,0.162,0.838,0.0
1323992,neu,-0.764,0.206,0.724,0.07
1323993,neu,-0.7579,0.066,0.934,0.0
1323994,neu,-0.8613,0.172,0.797,0.031
1323995,neu,-0.0516,0.035,0.934,0.031
1323996,neu,0.0,0.0,1.0,0.0
1323997,neu,-0.7096,0.236,0.721,0.043
1323998,neu,0.0,0.0,1.0,0.0
1323999,neu,-0.6129,0.155,0.722,0.123
1324000,neu,0.7003,0.0,0.913,0.087
1324001,neu,-0.4215,0.138,0.798,0.064
1324002,neu,-0.4682,0.15,0.786,0.064
1324003,neu,-0.9355,0.203,0.755,0.042
1324004,neu,-0.5423,0.265,0.628,0.108
1324005,neu,0.4835,0.132,0.682,0.186
1324006,neu,0.6369,0.0,0.625,0.375
1324007,neu,0.7287,0.046,0.858,0.097
1324008,neu,0.0,0.0,1.0,0.0
1324009,neu,-0.2617,0.095,0.846,0.059
1324010,neg,-0.8074,0.646,0.354,0.0
1324011,neu,0.0,0.0,1.0,0.0
1324012,neu,0.7163,0.098,0.697,0.206
1324013,neu,0.4767,0.139,0.682,0.179
1324014,neu,-0.7959,0.148,0.791,0.061
1324015,neu,0.0,0.0,1.0,0.0
1324016,neu,0.128,0.095,0.788,0.117
1324017,neu,-0.875,0.193,0.682,0.125
1324018,neu,-0.6486,0.431,0.569,0.0
1324019,neu,-0.9403,0.259,0.657,0.084
1324020,neu,0.0,0.0,1.0,0.0
1324021,neu,0.4767,0.102,0.68,0.218
1324022,neu,-0.867,0.141,0.818,0.041
1324023,neu,-0.9081,0.103,0.877,0.02
1324024,neu,-0.1531,0.08,0.836,0.085
1324025,pos,0.3612,0.0,0.0,1.0
1324026,neu,0.802,0.0,0.687,0.313
1324027,neu,-0.5,0.073,0.927,0.0
1324028,neu,-0.9447,0.268,0.611,0.121
1324029,neu,0.0,0.0,1.0,0.0
1324030,neu,0.9411,0.099,0.741,0.16
1324031,neu,0.0,0.0,1.0,0.0
1324032,neu,0.0,0.0,1.0,0.0
1324033,neu,-0.3804,0.132,0.868,0.0
1324034,neu,-0.5025,0.167,0.742,0.091
1324035,neu,-0.6808,0.16,0.753,0.087
1324040,neu,0.6249,0.031,0.88,0.089
1324047,neu,0.4019,0.0,0.803,0.197
1324067,neu,0.4902,0.0,0.891,0.109
1324068,neu,0.0,0.0,1.0,0.0
1324069,neu,0.8899,0.017,0.762,0.221
1324070,neu,0.5563,0.0,0.715,0.285
1324071,neu,-0.024,0.102,0.8,0.098
1324072,neu,0.3182,0.0,0.566,0.434
1324073,neg,-0.4019,0.574,0.426,0.0
1324074,neu,-0.4019,0.231,0.769,0.0
1324075,neu,-0.2465,0.155,0.711,0.133
1324076,neu,-0.4019,0.403,0.597,0.0
1324077,neu,-0.4019,0.403,0.597,0.0
1324078,neg,-0.6705,0.6,0.4,0.0
1324079,neu,-0.296,0.128,0.872,0.0
1324080,neu,-0.3993,0.223,0.696,0.081
1324081,neu,-0.25,0.311,0.53,0.159
1324082,neu,0.8186,0.0,0.514,0.486
1324083,neu,0.0,0.0,1.0,0.0
1324084,neu,0.0,0.0,1.0,0.0
1324085,neu,-0.4019,0.213,0.62,0.167
1324086,neu,0.3612,0.105,0.702,0.193
1324087,neg,-0.7096,0.62,0.38,0.0
1324088,neu,0.3224,0.098,0.736,0.166
1324089,neu,0.9429,0.0,0.754,0.246
1324090,neu,-0.6251,0.116,0.854,0.03
1324091,neu,0.0,0.0,1.0,0.0
1324092,neu,0.4023,0.0,0.526,0.474
1324093,neu,0.691,0.0,0.584,0.416
1324094,neu,0.1531,0.0,0.88,0.12
1324095,neu,0.0,0.0,1.0,0.0
1324096,neu,-0.4019,0.34,0.457,0.203
1324097,neu,-0.0,0.15,0.65,0.2
1324098,neu,0.749,0.065,0.531,0.404
1324099,pos,0.7964,0.0,0.497,0.503
1324100,neu,0.2363,0.049,0.883,0.069
1324101,neu,0.7858,0.0,0.769,0.231
1324102,neu,-0.0258,0.165,0.677,0.158
1324103,neu,0.9796,0.043,0.77,0.187
1324104,neu,0.0,0.0,1.0,0.0
1324105,neu,0.0,0.0,1.0,0.0
1324111,neu,0.431,0.0,0.908,0.092
1324112,neu,0.3804,0.073,0.777,0.15
1324123,neu,-0.1901,0.11,0.809,0.081
1324124,neu,0.0,0.0,1.0,0.0
1324143,neu,0.2732,0.0,0.877,0.123
1324144,neu,0.6369,0.0,0.656,0.344
1324145,neu,0.5883,0.0,0.881,0.119
1324146,neu,-0.4767,0.437,0.563,0.0
1324147,neu,0.153,0.129,0.736,0.135
1324148,neu,0.5214,0.052,0.785,0.163
1324149,neg,-0.8221,0.541,0.313,0.146
1324150,neu,0.0,0.0,1.0,0.0
1324151,neu,0.0,0.0,1.0,0.0
1324152,neu,-0.8467,0.341,0.585,0.073
1324153,neu,0.5346,0.073,0.832,0.095
1324154,neu,0.0,0.0,1.0,0.0
1324163,neu,0.7506,0.0,0.748,0.252
1324164,neu,0.0,0.0,1.0,0.0
1324192,neu,-0.3595,0.38,0.381,0.238
1324193,neu,-0.34,0.13,0.87,0.0
1324194,neu,0.4199,0.0,0.589,0.411
1324197,neu,-0.9753,0.25,0.691,0.06
1324218,neu,0.9171,0.0,0.595,0.405
1324219,neu,0.4201,0.0,0.518,0.482
1324220,neu,0.0,0.0,1.0,0.0
1324234,neu,-0.1154,0.067,0.881,0.052
1324239,neu,0.0,0.0,1.0,0.0
1324240,neu,0.4215,0.0,0.811,0.189
1324241,neu,0.0,0.0,1.0,0.0
1324246,neu,0.2975,0.0,0.784,0.216
1324247,neu,0.4684,0.039,0.903,0.058
1324248,neu,-0.0516,0.072,0.861,0.067
1324249,neu,-0.8522,0.072,0.919,0.009
1324250,neu,0.743,0.079,0.718,0.203
1324251,neu,-0.0258,0.096,0.812,0.092
1324252,neu,0.4404,0.0,0.861,0.139
1324253,neu,0.0,0.0,1.0,0.0
1324254,neu,-0.7579,0.236,0.764,0.0
1324255,neu,0.3182,0.0,0.753,0.247
1324256,neu,0.9716,0.037,0.784,0.179
1324257,neu,0.5574,0.0,0.915,0.085
1324269,neu,0.2732,0.0,0.93,0.07
1324270,neu,0.932,0.099,0.665,0.237
1324276,neu,0.0,0.0,1.0,0.0
1324277,neu,-0.8255,0.176,0.756,0.068
1324278,neu,0.5883,0.081,0.827,0.091
1324279,neu,0.0,0.0,1.0,0.0
1324280,neu,-0.7855,0.298,0.702,0.0
1324281,neu,0.9166,0.0,0.854,0.146
1324282,neu,0.9904,0.066,0.743,0.192
1324283,neu,-0.2006,0.199,0.645,0.156
1324284,neu,0.886,0.162,0.486,0.352
1324285,neu,0.4215,0.0,0.763,0.237
1324286,neu,0.9809,0.08,0.538,0.382
1324287,neg,-0.4588,0.5,0.5,0.0
1324288,neu,-0.2672,0.191,0.809,0.0
1324289,neu,0.0,0.0,1.0,0.0
1324290,neu,0.0,0.0,1.0,0.0
1324291,neu,-0.2263,0.376,0.471,0.153
1324301,pos,0.2732,0.0,0.0,1.0
1324302,neu,-0.8201,0.274,0.726,0.0
1324303,neu,0.0,0.0,1.0,0.0
1324305,neu,-0.6059,0.109,0.826,0.065
1324306,neu,0.2699,0.155,0.675,0.17
1324307,neu,0.5209,0.047,0.836,0.117
1324312,neu,-0.5849,0.153,0.742,0.105
1324313,neu,0.0,0.0,1.0,0.0
1324332,neu,0.7269,0.0,0.839,0.161
1324346,neu,-0.9282,0.363,0.608,0.029
1324365,neu,0.0,0.0,1.0,0.0
1324366,neu,0.6369,0.0,0.682,0.318
1324367,neu,0.5574,0.17,0.485,0.345
1324368,neu,0.3182,0.0,0.685,0.315
1324369,neu,0.0,0.0,1.0,0.0
1324370,neu,0.4126,0.123,0.701,0.176
1324371,neu,0.0,0.0,1.0,0.0
1324372,neu,0.4404,0.0,0.633,0.367
1324373,neu,0.7013,0.0,0.844,0.156
1324374,neu,0.0,0.0,1.0,0.0
1324375,neg,-0.7906,0.5,0.5,0.0
1324376,neu,0.0,0.0,1.0,0.0
1324377,neu,0.8519,0.0,0.563,0.437
1324378,neu,-0.7713,0.133,0.838,0.029
1324379,neu,0.7877,0.115,0.734,0.151
1324380,neu,0.4767,0.171,0.488,0.341
1324381,neu,0.6322,0.0,0.771,0.229
1324382,pos,0.5574,0.0,0.357,0.643
1324383,neu,-0.9678,0.345,0.592,0.063
1324384,neu,-0.1761,0.297,0.703,0.0
1324385,neu,0.0,0.0,1.0,0.0
1324386,neu,0.0,0.0,1.0,0.0
1324387,neg,-0.9574,0.553,0.412,0.036
1324388,neu,-0.4215,0.073,0.884,0.043
1324389,neu,0.088,0.202,0.583,0.214
1324390,neu,0.1901,0.0,0.837,0.163
1324391,neu,0.0,0.0,1.0,0.0
1324392,neu,0.0,0.0,1.0,0.0
1324393,neu,0.4391,0.05,0.844,0.106
1324394,neu,-0.9161,0.206,0.702,0.093
1324395,neu,-0.6908,0.185,0.757,0.058
1324396,neu,0.3089,0.0,0.816,0.184
1324397,neu,0.4767,0.0,0.838,0.162
1324398,neu,0.3182,0.0,0.685,0.315
1324399,neu,-0.1298,0.156,0.711,0.133
1324400,neu,-0.9493,0.359,0.613,0.027
1324401,neu,0.0,0.0,1.0,0.0
1324402,neu,0.0,0.0,1.0,0.0
1324403,neu,0.0,0.0,1.0,0.0
1324404,neg,-0.3802,0.542,0.143,0.315
1324405,neu,0.0,0.0,1.0,0.0
1324406,neu,-0.8658,0.145,0.835,0.02
1324412,neu,0.3612,0.0,0.872,0.128
1324413,neu,0.2263,0.0,0.872,0.128
1324414,neu,-0.7237,0.152,0.761,0.087
1324415,neu,0.4215,0.051,0.846,0.103
1324416,neu,-0.7964,0.305,0.56,0.134
1324417,neg,-0.7177,0.714,0.286,0.0
1324418,neu,0.0,0.0,1.0,0.0
1324425,neu,0.7178,0.051,0.762,0.187
1324459,neu,-0.0317,0.142,0.711,0.146
1324460,neu,-0.4059,0.082,0.842,0.076
1324461,neu,0.0,0.0,1.0,0.0
1324462,neu,0.0,0.0,1.0,0.0
1324463,neu,-0.3612,0.104,0.848,0.049
1324464,neu,-0.522,0.25,0.58,0.169
1324479,neu,0.4588,0.015,0.945,0.04
1324480,neu,-0.0772,0.15,0.719,0.132
1324481,neu,-0.6705,0.147,0.853,0.0
1324502,neu,0.0,0.0,1.0,0.0
1324503,neu,-0.0772,0.151,0.708,0.142
1324504,pos,0.7003,0.0,0.341,0.659
1324505,neu,0.8264,0.0,0.629,0.371
1324533,neu,-0.228,0.073,0.863,0.064
1324538,neu,0.0,0.0,1.0,0.0
1324539,neu,0.2263,0.069,0.809,0.122
1324540,neu,-0.1027,0.113,0.887,0.0
1324541,neu,0.0,0.0,1.0,0.0
1324542,neu,0.7906,0.0,0.743,0.257
1324543,neu,0.0,0.0,1.0,0.0
1324544,neu,0.5106,0.0,0.852,0.148
1324545,neu,0.6478,0.02,0.921,0.059
1324546,neu,0.0,0.0,1.0,0.0
1324547,neu,-0.2263,0.073,0.885,0.042
1324548,neu,0.0,0.0,1.0,0.0
1324549,neu,0.9373,0.074,0.803,0.123
1324550,neu,0.0,0.0,1.0,0.0
1324551,neu,-0.7501,0.477,0.523,0.0
1324552,neu,-0.6764,0.236,0.764,0.0
1324553,neg,-0.4574,0.599,0.401,0.0
1324554,neu,-0.5267,0.116,0.884,0.0
1324555,neu,0.3612,0.0,0.857,0.143
1324556,neu,0.4438,0.12,0.621,0.259
1324557,neu,0.504,0.0,0.899,0.101
1324558,neu,0.7057,0.0,0.86,0.14
1324559,neu,0.5338,0.0,0.883,0.117
1324560,neu,-0.8443,0.178,0.822,0.0
1324561,neu,-0.4019,0.184,0.816,0.0
1324562,neu,-0.25,0.072,0.856,0.072
1324563,neu,0.0,0.0,1.0,0.0
1324564,neu,-0.8526,0.101,0.832,0.066
1324615,neu,0.0,0.0,1.0,0.0
1324633,neu,0.8363,0.073,0.743,0.184
1324634,neu,-0.0617,0.136,0.712,0.152
1324635,neu,-0.2917,0.126,0.874,0.0
1324636,neu,0.9483,0.067,0.814,0.119
1324639,neu,-0.3818,0.237,0.545,0.218
1324640,neu,0.8172,0.0,0.754,0.246
1324641,neu,0.4893,0.067,0.775,0.158
1324642,neu,0.7884,0.125,0.488,0.387
1324643,neu,-0.6728,0.155,0.804,0.041
1324644,neg,-0.743,0.612,0.388,0.0
1324645,neu,0.0,0.0,1.0,0.0
1324646,neu,0.1516,0.099,0.778,0.123
1324647,neu,0.0052,0.226,0.546,0.228
1324648,neu,-0.9393,0.36,0.564,0.076
1324649,neu,0.6486,0.111,0.615,0.274
1324650,neu,-0.2144,0.104,0.838,0.058
1324651,neu,-0.6114,0.217,0.642,0.142
1324660,neu,-0.4576,0.11,0.82,0.07
1324661,neu,0.4215,0.0,0.888,0.112
1324663,neu,0.0,0.0,1.0,0.0
1324664,neu,0.0,0.0,1.0,0.0
1324665,neu,0.7269,0.0,0.663,0.337
1324666,neu,0.5362,0.0,0.743,0.257
1324668,neu,-0.4404,0.17,0.83,0.0
1324688,neu,-0.4497,0.385,0.397,0.218
1324689,neg,-0.3862,0.422,0.34,0.238
1324690,neu,0.0,0.0,1.0,0.0
1324691,neu,0.0,0.0,1.0,0.0
1324692,neu,-0.1779,0.298,0.702,0.0
1324693,neg,-0.296,0.524,0.476,0.0
1324694,neu,0.0,0.0,1.0,0.0
1324695,neu,0.0,0.0,1.0,0.0
1324696,neu,0.0,0.0,1.0,0.0
1324699,neu,-0.3875,0.345,0.655,0.0
1324700,neg,-0.4588,0.5,0.5,0.0
1324701,neg,-0.7184,0.5,0.5,0.0
1324702,neu,0.0,0.0,1.0,0.0
1324703,neg,-0.3875,0.724,0.276,0.0
1324704,neu,0.0,0.0,1.0,0.0
1324705,neu,-0.25,0.4,0.6,0.0
1324706,neu,0.0,0.0,1.0,0.0
1324707,neu,-0.6808,0.483,0.517,0.0
1324708,neu,0.0,0.0,1.0,0.0
1324709,neu,0.0,0.0,1.0,0.0
1324710,neu,0.0,0.0,1.0,0.0
1324735,neu,0.6765,0.0,0.604,0.396
1324736,neu,-0.9337,0.253,0.721,0.027
1324737,neu,0.9606,0.062,0.729,0.209
1324738,neu,-0.8889,0.277,0.673,0.049
1324739,neu,-0.5371,0.197,0.713,0.09
1324740,neu,0.8834,0.0,0.739,0.261
1324741,neu,0.0,0.0,1.0,0.0
1324742,neu,-0.8442,0.315,0.685,0.0
1324743,neu,0.2732,0.0,0.741,0.259
1324744,neu,-0.4215,0.177,0.823,0.0
1324745,neu,0.0184,0.151,0.697,0.153
1324746,neu,-0.8947,0.276,0.635,0.089
1324747,neu,-0.7845,0.314,0.627,0.059
1324748,neu,-0.5719,0.25,0.664,0.086
1324749,neg,-0.4767,0.756,0.244,0.0
1324750,neu,-0.5443,0.146,0.779,0.075
1324751,neu,-0.8555,0.273,0.727,0.0
1324752,neu,-0.1779,0.195,0.649,0.157
1324753,neg,-0.4019,0.574,0.426,0.0
1324754,neu,-0.7204,0.111,0.824,0.064
1324755,neu,0.0,0.0,1.0,0.0
1324756,neu,0.3818,0.169,0.63,0.201
1324757,neu,0.296,0.0,0.885,0.115
1324758,neu,0.0,0.0,1.0,0.0
1324759,neu,0.3032,0.096,0.74,0.164
1324760,neu,0.2158,0.16,0.631,0.209
1324761,neu,-0.8442,0.204,0.747,0.049
1324762,neu,-0.6707,0.44,0.56,0.0
1324763,neu,0.0772,0.0,0.925,0.075
1324764,neu,-0.8062,0.221,0.738,0.041
