"Ralph Buxton","Frank Hiller"
"Wally Hood","Ralph Buxton"
"Ralph Houk","Ralph Buxton"
"Ralph Buxton","Billy Johnson"
"Ralph Buxton","Charlie Keller"
"Ralph Buxton","Dick Kryhoski"
"Ralph Buxton","Johnny Lindell"
"Ralph Buxton","Eddie Lopat"
"Ralph Buxton","Cliff Mapes"
"Ralph Buxton","Cuddles Marshall"
"Ralph Buxton","Johnny Mize HOF"
"Ralph Buxton","Fenton Mole"
"Ralph Buxton","Gus Niarhos"
"Ralph Buxton","Joe Page"
"Ralph Buxton","Jack Phillips"
"Ralph Buxton","Duane Pillette"
"Ralph Buxton","Bob Porterfield"
"Vic Raschi","Ralph Buxton"
"Ralph Buxton","Allie Reynolds"
"Ralph Buxton","Phil Rizzuto HOF"
"Ralph Buxton","Fred Sanford"
"Spec Shea","Ralph Buxton"
"Ralph Buxton","Charlie Silvera"
"Snuffy Stirnweiss","Ralph Buxton"
"Ralph Buxton","Mickey Witek"
"Ralph Buxton","Gene Woodling"
"Tommy Byrne","Hugh Casey"
"Tommy Byrne","Jerry Coleman"
"Tommy Byrne","Joe Collins"
"Tommy Byrne","Jim Delsing"
"Tommy Byrne","Frank Hiller"
"Wally Hood","Tommy Byrne"
"Tommy Byrne","Dick Kryhoski"
"Tommy Byrne","Eddie Lopat"
"Tommy Byrne","Cliff Mapes"
"Tommy Byrne","Cuddles Marshall"
"Tommy Byrne","Johnny Mize HOF"
"Tommy Byrne","Fenton Mole"
"Tommy Byrne","Gus Niarhos"
"Tommy Byrne","Duane Pillette"
"Tommy Byrne","Bob Porterfield"
"Tommy Byrne","Fred Sanford"
"Tommy Byrne","Charlie Silvera"
"Tommy Byrne","Mickey Witek"
"Tommy Byrne","Gene Woodling"
"Jerry Coleman","Hugh Casey"
"Joe Collins","Hugh Casey"
"Jim Delsing","Hugh Casey"
"Joe DiMaggio HOF","Hugh Casey"
"Tommy Henrich","Hugh Casey"
"Hugh Casey","Frank Hiller"
"Wally Hood","Hugh Casey"
"Ralph Houk","Hugh Casey"
"Hugh Casey","Billy Johnson"
"Hugh Casey","Charlie Keller"
"Hugh Casey","Dick Kryhoski"
"Johnny Lindell","Hugh Casey"
"Hugh Casey","Eddie Lopat"
"Hugh Casey","Cliff Mapes"
"Hugh Casey","Cuddles Marshall"
"Johnny Mize HOF","Hugh Casey"
"Hugh Casey","Fenton Mole"
"Hugh Casey","Gus Niarhos"
"Joe Page","Hugh Casey"
"Jack Phillips","Hugh Casey"
"Hugh Casey","Duane Pillette"
"Hugh Casey","Bob Porterfield"
"Vic Raschi","Hugh Casey"
"Hugh Casey","Allie Reynolds"
"Phil Rizzuto HOF","Hugh Casey"
"Hugh Casey","Fred Sanford"
"Spec Shea","Hugh Casey"
"Hugh Casey","Charlie Silvera"
"Snuffy Stirnweiss","Hugh Casey"
"Mickey Witek","Hugh Casey"
"Hugh Casey","Gene Woodling"
"Joe Collins","Jerry Coleman"
"Jim Delsing","Jerry Coleman"
"Joe DiMaggio HOF","Jerry Coleman"
"Tommy Henrich","Jerry Coleman"
"Jerry Coleman","Frank Hiller"
"Wally Hood","Jerry Coleman"
"Ralph Houk","Jerry Coleman"
"Jerry Coleman","Billy Johnson"
"Jerry Coleman","Charlie Keller"
"Jerry Coleman","Dick Kryhoski"
"Johnny Lindell","Jerry Coleman"
"Jerry Coleman","Eddie Lopat"
"Jerry Coleman","Cliff Mapes"
"Jerry Coleman","Cuddles Marshall"
"Johnny Mize HOF","Jerry Coleman"
"Jerry Coleman","Fenton Mole"
"Jerry Coleman","Gus Niarhos"
"Joe Page","Jerry Coleman"
"Jerry Coleman","Jack Phillips"
"Jerry Coleman","Duane Pillette"
"Jerry Coleman","Bob Porterfield"
"Vic Raschi","Jerry Coleman"
"Jerry Coleman","Allie Reynolds"
"Phil Rizzuto HOF","Jerry Coleman"
"Jerry Coleman","Fred Sanford"
"Spec Shea","Jerry Coleman"
"Jerry Coleman","Charlie Silvera"
"Snuffy Stirnweiss","Jerry Coleman"
"Mickey Witek","Jerry Coleman"
"Jerry Coleman","Gene Woodling"
"Joe Collins","Jim Delsing"
"Joe DiMaggio HOF","Joe Collins"
"Tommy Henrich","Joe Collins"
"Joe Collins","Frank Hiller"
"Wally Hood","Joe Collins"
"Ralph Houk","Joe Collins"
"Joe Collins","Billy Johnson"
"Joe Collins","Charlie Keller"
"Joe Collins","Dick Kryhoski"
"Johnny Lindell","Joe Collins"
"Joe Collins","Eddie Lopat"
"Joe Collins","Cliff Mapes"
"Joe Collins","Cuddles Marshall"
"Johnny Mize HOF","Joe Collins"
"Joe Collins","Fenton Mole"
"Joe Collins","Gus Niarhos"
"Joe Page","Joe Collins"
"Joe Collins","Jack Phillips"
"Joe Collins","Duane Pillette"
"Joe Collins","Bob Porterfield"
"Vic Raschi","Joe Collins"
"Joe Collins","Allie Reynolds"
"Phil Rizzuto HOF","Joe Collins"
"Joe Collins","Fred Sanford"
"Spec Shea","Joe Collins"
"Joe Collins","Charlie Silvera"
"Snuffy Stirnweiss","Joe Collins"
"Mickey Witek","Joe Collins"
"Joe Collins","Gene Woodling"
"Joe DiMaggio HOF","Jim Delsing"
"Tommy Henrich","Jim Delsing"
"Jim Delsing","Frank Hiller"
"Wally Hood","Jim Delsing"
"Ralph Houk","Jim Delsing"
"Jim Delsing","Billy Johnson"
"Jim Delsing","Charlie Keller"
"Jim Delsing","Dick Kryhoski"
"Johnny Lindell","Jim Delsing"
"Jim Delsing","Eddie Lopat"
"Jim Delsing","Cliff Mapes"
"Jim Delsing","Cuddles Marshall"
"Johnny Mize HOF","Jim Delsing"
"Jim Delsing","Fenton Mole"
"Jim Delsing","Gus Niarhos"
"Joe Page","Jim Delsing"
"Jim Delsing","Jack Phillips"
"Jim Delsing","Duane Pillette"
"Jim Delsing","Bob Porterfield"
"Vic Raschi","Jim Delsing"
"Jim Delsing","Allie Reynolds"
"Phil Rizzuto HOF","Jim Delsing"
"Jim Delsing","Fred Sanford"
"Spec Shea","Jim Delsing"
"Jim Delsing","Charlie Silvera"
"Snuffy Stirnweiss","Jim Delsing"
"Mickey Witek","Jim Delsing"
"Jim Delsing","Gene Woodling"
"Joe DiMaggio HOF","Frank Hiller"
"Wally Hood","Joe DiMaggio HOF"
"Joe DiMaggio HOF","Dick Kryhoski"
"Joe DiMaggio HOF","Eddie Lopat"
"Joe DiMaggio HOF","Cliff Mapes"
"Joe DiMaggio HOF","Cuddles Marshall"
"Johnny Mize HOF","Joe DiMaggio HOF"
"Joe DiMaggio HOF","Fenton Mole"
"Joe DiMaggio HOF","Gus Niarhos"
"Joe DiMaggio HOF","Duane Pillette"
"Joe DiMaggio HOF","Bob Porterfield"
"Joe DiMaggio HOF","Fred Sanford"
"Joe DiMaggio HOF","Charlie Silvera"
"Mickey Witek","Joe DiMaggio HOF"
"Joe DiMaggio HOF","Gene Woodling"
"Tommy Henrich","Frank Hiller"
"Wally Hood","Tommy Henrich"
"Tommy Henrich","Dick Kryhoski"
"Tommy Henrich","Eddie Lopat"
"Tommy Henrich","Cliff Mapes"
"Tommy Henrich","Cuddles Marshall"
"Tommy Henrich","Johnny Mize HOF"
"Tommy Henrich","Fenton Mole"
"Tommy Henrich","Gus Niarhos"
"Tommy Henrich","Duane Pillette"
"Tommy Henrich","Bob Porterfield"
"Tommy Henrich","Fred Sanford"
"Tommy Henrich","Charlie Silvera"
"Tommy Henrich","Mickey Witek"
"Tommy Henrich","Gene Woodling"
"Wally Hood","Frank Hiller"
"Ralph Houk","Frank Hiller"
"Frank Hiller","Billy Johnson"
"Frank Hiller","Charlie Keller"
"Frank Hiller","Dick Kryhoski"
"Johnny Lindell","Frank Hiller"
"Frank Hiller","Eddie Lopat"
"Frank Hiller","Cliff Mapes"
"Frank Hiller","Cuddles Marshall"
"Johnny Mize HOF","Frank Hiller"
"Frank Hiller","Fenton Mole"
"Gus Niarhos","Frank Hiller"
"Joe Page","Frank Hiller"
"Jack Phillips","Frank Hiller"
"Frank Hiller","Duane Pillette"
"Frank Hiller","Bob Porterfield"
"Vic Raschi","Frank Hiller"
"Frank Hiller","Allie Reynolds"
"Phil Rizzuto HOF","Frank Hiller"
"Fred Sanford","Frank Hiller"
"Spec Shea","Frank Hiller"
"Frank Hiller","Charlie Silvera"
"Snuffy Stirnweiss","Frank Hiller"
"Mickey Witek","Frank Hiller"
"Gene Woodling","Frank Hiller"
"Wally Hood","Ralph Houk"
"Wally Hood","Billy Johnson"
"Wally Hood","Charlie Keller"
"Wally Hood","Dick Kryhoski"
"Wally Hood","Johnny Lindell"
"Wally Hood","Eddie Lopat"
"Wally Hood","Cliff Mapes"
"Wally Hood","Cuddles Marshall"
"Wally Hood","Johnny Mize HOF"
"Wally Hood","Fenton Mole"
"Wally Hood","Gus Niarhos"
"Wally Hood","Joe Page"
"Wally Hood","Jack Phillips"
"Wally Hood","Duane Pillette"
"Wally Hood","Bob Porterfield"
"Wally Hood","Vic Raschi"
"Wally Hood","Allie Reynolds"
"Wally Hood","Phil Rizzuto HOF"
"Wally Hood","Fred Sanford"
"Wally Hood","Spec Shea"
"Wally Hood","Charlie Silvera"
"Wally Hood","Snuffy Stirnweiss"
"Wally Hood","Mickey Witek"
"Wally Hood","Gene Woodling"
"Ralph Houk","Dick Kryhoski"
"Ralph Houk","Eddie Lopat"
"Ralph Houk","Cliff Mapes"
"Ralph Houk","Cuddles Marshall"
"Ralph Houk","Johnny Mize HOF"
"Ralph Houk","Fenton Mole"
"Ralph Houk","Gus Niarhos"
"Ralph Houk","Duane Pillette"
"Ralph Houk","Bob Porterfield"
"Ralph Houk","Fred Sanford"
"Ralph Houk","Charlie Silvera"
"Ralph Houk","Mickey Witek"
"Ralph Houk","Gene Woodling"
"Dick Kryhoski","Billy Johnson"
"Eddie Lopat","Billy Johnson"
"Cliff Mapes","Billy Johnson"
"Cuddles Marshall","Billy Johnson"
"Johnny Mize HOF","Billy Johnson"
"Fenton Mole","Billy Johnson"
"Gus Niarhos","Billy Johnson"
"Duane Pillette","Billy Johnson"
"Bob Porterfield","Billy Johnson"
"Fred Sanford","Billy Johnson"
"Charlie Silvera","Billy Johnson"
"Mickey Witek","Billy Johnson"
"Gene Woodling","Billy Johnson"
"Dick Kryhoski","Charlie Keller"
"Eddie Lopat","Charlie Keller"
"Cliff Mapes","Charlie Keller"
"Cuddles Marshall","Charlie Keller"
"Johnny Mize HOF","Charlie Keller"
"Fenton Mole","Charlie Keller"
"Gus Niarhos","Charlie Keller"
"Duane Pillette","Charlie Keller"
"Charlie Keller","Bob Porterfield"
"Fred Sanford","Charlie Keller"
"Charlie Silvera","Charlie Keller"
"Mickey Witek","Charlie Keller"
"Gene Woodling","Charlie Keller"
"Johnny Lindell","Dick Kryhoski"
"Eddie Lopat","Dick Kryhoski"
"Dick Kryhoski","Cliff Mapes"
"Dick Kryhoski","Cuddles Marshall"
"Johnny Mize HOF","Dick Kryhoski"
"Fenton Mole","Dick Kryhoski"
"Gus Niarhos","Dick Kryhoski"
"Joe Page","Dick Kryhoski"
"Jack Phillips","Dick Kryhoski"
"Duane Pillette","Dick Kryhoski"
"Dick Kryhoski","Bob Porterfield"
"Vic Raschi","Dick Kryhoski"
"Dick Kryhoski","Allie Reynolds"
"Phil Rizzuto HOF","Dick Kryhoski"
"Fred Sanford","Dick Kryhoski"
"Spec Shea","Dick Kryhoski"
"Dick Kryhoski","Charlie Silvera"
"Snuffy Stirnweiss","Dick Kryhoski"
"Mickey Witek","Dick Kryhoski"
"Gene Woodling","Dick Kryhoski"
"Johnny Lindell","Eddie Lopat"
"Johnny Lindell","Cliff Mapes"
"Johnny Lindell","Cuddles Marshall"
"Johnny Mize HOF","Johnny Lindell"
"Johnny Lindell","Fenton Mole"
"Johnny Lindell","Gus Niarhos"
"Johnny Lindell","Duane Pillette"
"Johnny Lindell","Bob Porterfield"
"Johnny Lindell","Fred Sanford"
"Johnny Lindell","Charlie Silvera"
"Mickey Witek","Johnny Lindell"
"Johnny Lindell","Gene Woodling"
"Eddie Lopat","Cliff Mapes"
"Eddie Lopat","Cuddles Marshall"
"Johnny Mize HOF","Eddie Lopat"
"Fenton Mole","Eddie Lopat"
"Gus Niarhos","Eddie Lopat"
"Joe Page","Eddie Lopat"
"Jack Phillips","Eddie Lopat"
"Eddie Lopat","Duane Pillette"
"Eddie Lopat","Bob Porterfield"
"Vic Raschi","Eddie Lopat"
"Eddie Lopat","Allie Reynolds"
"Phil Rizzuto HOF","Eddie Lopat"
"Fred Sanford","Eddie Lopat"
"Spec Shea","Eddie Lopat"
"Eddie Lopat","Charlie Silvera"
"Snuffy Stirnweiss","Eddie Lopat"
"Mickey Witek","Eddie Lopat"
"Gene Woodling","Eddie Lopat"
"Cuddles Marshall","Cliff Mapes"
"Johnny Mize HOF","Cliff Mapes"
"Fenton Mole","Cliff Mapes"
"Gus Niarhos","Cliff Mapes"
"Joe Page","Cliff Mapes"
"Jack Phillips","Cliff Mapes"
"Duane Pillette","Cliff Mapes"
"Cliff Mapes","Bob Porterfield"
"Vic Raschi","Cliff Mapes"
"Cliff Mapes","Allie Reynolds"
"Phil Rizzuto HOF","Cliff Mapes"
"Fred Sanford","Cliff Mapes"
"Spec Shea","Cliff Mapes"
"Cliff Mapes","Charlie Silvera"
"Snuffy Stirnweiss","Cliff Mapes"
"Mickey Witek","Cliff Mapes"
"Gene Woodling","Cliff Mapes"
"Johnny Mize HOF","Cuddles Marshall"
"Fenton Mole","Cuddles Marshall"
"Gus Niarhos","Cuddles Marshall"
"Joe Page","Cuddles Marshall"
"Jack Phillips","Cuddles Marshall"
"Duane Pillette","Cuddles Marshall"
"Cuddles Marshall","Bob Porterfield"
"Vic Raschi","Cuddles Marshall"
"Cuddles Marshall","Allie Reynolds"
"Phil Rizzuto HOF","Cuddles Marshall"
"Fred Sanford","Cuddles Marshall"
"Spec Shea","Cuddles Marshall"
"Cuddles Marshall","Charlie Silvera"
"Snuffy Stirnweiss","Cuddles Marshall"
"Mickey Witek","Cuddles Marshall"
"Gene Woodling","Cuddles Marshall"
"Johnny Mize HOF","Fenton Mole"
"Johnny Mize HOF","Gus Niarhos"
"Johnny Mize HOF","Joe Page"
"Johnny Mize HOF","Jack Phillips"
"Johnny Mize HOF","Duane Pillette"
"Johnny Mize HOF","Bob Porterfield"
"Vic Raschi","Johnny Mize HOF"
"Johnny Mize HOF","Allie Reynolds"
"Phil Rizzuto HOF","Johnny Mize HOF"
"Johnny Mize HOF","Fred Sanford"
"Spec Shea","Johnny Mize HOF"
"Johnny Mize HOF","Charlie Silvera"
"Snuffy Stirnweiss","Johnny Mize HOF"
"Mickey Witek","Johnny Mize HOF"
"Johnny Mize HOF","Gene Woodling"
"Gus Niarhos","Fenton Mole"
"Joe Page","Fenton Mole"
"Jack Phillips","Fenton Mole"
"Fenton Mole","Duane Pillette"
"Fenton Mole","Bob Porterfield"
"Vic Raschi","Fenton Mole"
"Fenton Mole","Allie Reynolds"
"Phil Rizzuto HOF","Fenton Mole"
"Fred Sanford","Fenton Mole"
"Spec Shea","Fenton Mole"
"Fenton Mole","Charlie Silvera"
"Snuffy Stirnweiss","Fenton Mole"
"Mickey Witek","Fenton Mole"
"Gene Woodling","Fenton Mole"
"Joe Page","Gus Niarhos"
"Jack Phillips","Gus Niarhos"
"Gus Niarhos","Duane Pillette"
"Gus Niarhos","Bob Porterfield"
"Vic Raschi","Gus Niarhos"
"Gus Niarhos","Allie Reynolds"
"Phil Rizzuto HOF","Gus Niarhos"
"Gus Niarhos","Fred Sanford"
"Spec Shea","Gus Niarhos"
"Gus Niarhos","Charlie Silvera"
"Snuffy Stirnweiss","Gus Niarhos"
"Mickey Witek","Gus Niarhos"
"Gus Niarhos","Gene Woodling"
"Joe Page","Duane Pillette"
"Joe Page","Bob Porterfield"
"Joe Page","Fred Sanford"
"Joe Page","Charlie Silvera"
"Mickey Witek","Joe Page"
"Joe Page","Gene Woodling"
"Jack Phillips","Duane Pillette"
"Jack Phillips","Bob Porterfield"
"Jack Phillips","Fred Sanford"
"Jack Phillips","Charlie Silvera"
"Mickey Witek","Jack Phillips"
"Jack Phillips","Gene Woodling"
"Duane Pillette","Bob Porterfield"
"Vic Raschi","Duane Pillette"
"Duane Pillette","Allie Reynolds"
"Phil Rizzuto HOF","Duane Pillette"
"Fred Sanford","Duane Pillette"
"Spec Shea","Duane Pillette"
"Duane Pillette","Charlie Silvera"
"Snuffy Stirnweiss","Duane Pillette"
"Mickey Witek","Duane Pillette"
"Gene Woodling","Duane Pillette"
"Vic Raschi","Bob Porterfield"
"Bob Porterfield","Allie Reynolds"
"Phil Rizzuto HOF","Bob Porterfield"
"Fred Sanford","Bob Porterfield"
"Spec Shea","Bob Porterfield"
"Charlie Silvera","Bob Porterfield"
"Snuffy Stirnweiss","Bob Porterfield"
"Mickey Witek","Bob Porterfield"
"Gene Woodling","Bob Porterfield"
"Vic Raschi","Fred Sanford"
"Vic Raschi","Charlie Silvera"
"Vic Raschi","Mickey Witek"
"Vic Raschi","Gene Woodling"
"Fred Sanford","Allie Reynolds"
"Charlie Silvera","Allie Reynolds"
"Mickey Witek","Allie Reynolds"
"Gene Woodling","Allie Reynolds"
"Phil Rizzuto HOF","Fred Sanford"
"Phil Rizzuto HOF","Charlie Silvera"
"Phil Rizzuto HOF","Mickey Witek"
"Phil Rizzuto HOF","Gene Woodling"
"Spec Shea","Fred Sanford"
"Fred Sanford","Charlie Silvera"
"Snuffy Stirnweiss","Fred Sanford"
"Mickey Witek","Fred Sanford"
"Gene Woodling","Fred Sanford"
"Spec Shea","Charlie Silvera"
"Spec Shea","Mickey Witek"
"Spec Shea","Gene Woodling"
"Snuffy Stirnweiss","Charlie Silvera"
"Mickey Witek","Charlie Silvera"
"Gene Woodling","Charlie Silvera"
"Snuffy Stirnweiss","Mickey Witek"
"Snuffy Stirnweiss","Gene Woodling"
"Mickey Witek","Gene Woodling"
"Lew Burdette","Hank Bauer"
"Tom Ferrick","Hank Bauer"
"Whitey Ford HOF","Hank Bauer"
"Johnny Hopp","Hank Bauer"
"Jackie Jensen","Hank Bauer"
"Hank Bauer","Don Johnson"
"Hank Bauer","Dave Madison"
"Hank Bauer","Billy Martin"
"Hank Bauer","Ernie Nevel"
"Joe Ostrowski","Hank Bauer"
"Hank Bauer","Dick Wakefield"
"Hank Workman","Hank Bauer"
"Yogi Berra HOF","Lew Burdette"
"Yogi Berra HOF","Tom Ferrick"
"Yogi Berra HOF","Whitey Ford HOF"
"Yogi Berra HOF","Johnny Hopp"
"Yogi Berra HOF","Jackie Jensen"
"Yogi Berra HOF","Dave Madison"
"Yogi Berra HOF","Billy Martin"
"Yogi Berra HOF","Ernie Nevel"
"Yogi Berra HOF","Joe Ostrowski"
"Yogi Berra HOF","Dick Wakefield"
"Yogi Berra HOF","Hank Workman"
"Lew Burdette","Bobby Brown"
"Tom Ferrick","Bobby Brown"
"Whitey Ford HOF","Bobby Brown"
"Johnny Hopp","Bobby Brown"
"Jackie Jensen","Bobby Brown"
"Dave Madison","Bobby Brown"
"Bobby Brown","Billy Martin"
"Ernie Nevel","Bobby Brown"
"Joe Ostrowski","Bobby Brown"
"Dick Wakefield","Bobby Brown"
"Hank Workman","Bobby Brown"
"Tommy Byrne","Lew Burdette"
"Lew Burdette","Jerry Coleman"
"Lew Burdette","Joe Collins"
"Lew Burdette","Jim Delsing"
"Lew Burdette","Joe DiMaggio HOF"
"Tom Ferrick","Lew Burdette"
"Whitey Ford HOF","Lew Burdette"
"Tommy Henrich","Lew Burdette"
"Lew Burdette","Johnny Hopp"
"Ralph Houk","Lew Burdette"
"Lew Burdette","Jackie Jensen"
"Lew Burdette","Billy Johnson"
"Lew Burdette","Don Johnson"
"Lew Burdette","Johnny Lindell"
"Lew Burdette","Eddie Lopat"
"Lew Burdette","Dave Madison"
"Lew Burdette","Cliff Mapes"
"Lew Burdette","Billy Martin"
"Lew Burdette","Johnny Mize HOF"
"Lew Burdette","Ernie Nevel"
"Lew Burdette","Gus Niarhos"
"Lew Burdette","Joe Ostrowski"
"Lew Burdette","Joe Page"
"Lew Burdette","Duane Pillette"
"Lew Burdette","Bob Porterfield"
"Vic Raschi","Lew Burdette"
"Lew Burdette","Allie Reynolds"
"Phil Rizzuto HOF","Lew Burdette"
"Lew Burdette","Fred Sanford"
"Lew Burdette","Charlie Silvera"
"Snuffy Stirnweiss","Lew Burdette"
"Lew Burdette","Dick Wakefield"
"Lew Burdette","Gene Woodling"
"Lew Burdette","Hank Workman"
"Tommy Byrne","Tom Ferrick"
"Whitey Ford HOF","Tommy Byrne"
"Tommy Byrne","Johnny Hopp"
"Tommy Byrne","Jackie Jensen"
"Tommy Byrne","Dave Madison"
"Tommy Byrne","Billy Martin"
"Tommy Byrne","Ernie Nevel"
"Tommy Byrne","Joe Ostrowski"
"Tommy Byrne","Dick Wakefield"
"Tommy Byrne","Hank Workman"
"Tom Ferrick","Jerry Coleman"
"Whitey Ford HOF","Jerry Coleman"
"Johnny Hopp","Jerry Coleman"
"Jerry Coleman","Jackie Jensen"
"Jerry Coleman","Don Johnson"
"Jerry Coleman","Dave Madison"
"Jerry Coleman","Billy Martin"
"Jerry Coleman","Ernie Nevel"
"Joe Ostrowski","Jerry Coleman"
"Jerry Coleman","Dick Wakefield"
"Jerry Coleman","Hank Workman"
"Tom Ferrick","Joe Collins"
"Whitey Ford HOF","Joe Collins"
"Johnny Hopp","Joe Collins"
"Joe Collins","Jackie Jensen"
"Joe Collins","Don Johnson"
"Joe Collins","Dave Madison"
"Joe Collins","Billy Martin"
"Joe Collins","Ernie Nevel"
"Joe Ostrowski","Joe Collins"
"Joe Collins","Dick Wakefield"
"Joe Collins","Hank Workman"
"Tom Ferrick","Jim Delsing"
"Whitey Ford HOF","Jim Delsing"
"Johnny Hopp","Jim Delsing"
"Jim Delsing","Jackie Jensen"
"Jim Delsing","Don Johnson"
"Jim Delsing","Dave Madison"
"Jim Delsing","Billy Martin"
"Jim Delsing","Ernie Nevel"
"Joe Ostrowski","Jim Delsing"
"Jim Delsing","Dick Wakefield"
"Jim Delsing","Hank Workman"
"Tom Ferrick","Joe DiMaggio HOF"
"Whitey Ford HOF","Joe DiMaggio HOF"
"Johnny Hopp","Joe DiMaggio HOF"
"Joe DiMaggio HOF","Jackie Jensen"
"Joe DiMaggio HOF","Dave Madison"
"Joe DiMaggio HOF","Billy Martin"
"Joe DiMaggio HOF","Ernie Nevel"
"Joe Ostrowski","Joe DiMaggio HOF"
"Joe DiMaggio HOF","Dick Wakefield"
"Joe DiMaggio HOF","Hank Workman"
"Whitey Ford HOF","Tom Ferrick"
"Tommy Henrich","Tom Ferrick"
"Tom Ferrick","Johnny Hopp"
"Tom Ferrick","Ralph Houk"
"Tom Ferrick","Jackie Jensen"
"Tom Ferrick","Billy Johnson"
"Tom Ferrick","Don Johnson"
"Tom Ferrick","Johnny Lindell"
"Tom Ferrick","Eddie Lopat"
"Tom Ferrick","Dave Madison"
"Tom Ferrick","Cliff Mapes"
"Tom Ferrick","Billy Martin"
"Tom Ferrick","Johnny Mize HOF"
"Tom Ferrick","Ernie Nevel"
"Tom Ferrick","Gus Niarhos"
"Tom Ferrick","Joe Ostrowski"
"Tom Ferrick","Joe Page"
"Tom Ferrick","Duane Pillette"
"Tom Ferrick","Bob Porterfield"
"Vic Raschi","Tom Ferrick"
"Tom Ferrick","Allie Reynolds"
"Tom Ferrick","Phil Rizzuto HOF"
"Tom Ferrick","Fred Sanford"
"Tom Ferrick","Charlie Silvera"
"Tom Ferrick","Snuffy Stirnweiss"
"Tom Ferrick","Dick Wakefield"
"Tom Ferrick","Gene Woodling"
"Tom Ferrick","Hank Workman"
"Whitey Ford HOF","Tommy Henrich"
"Whitey Ford HOF","Johnny Hopp"
"Whitey Ford HOF","Ralph Houk"
"Whitey Ford HOF","Jackie Jensen"
"Whitey Ford HOF","Billy Johnson"
"Whitey Ford HOF","Don Johnson"
"Whitey Ford HOF","Johnny Lindell"
"Whitey Ford HOF","Eddie Lopat"
"Whitey Ford HOF","Dave Madison"
"Whitey Ford HOF","Cliff Mapes"
"Whitey Ford HOF","Billy Martin"
"Whitey Ford HOF","Johnny Mize HOF"
"Whitey Ford HOF","Ernie Nevel"
"Whitey Ford HOF","Gus Niarhos"
"Whitey Ford HOF","Joe Ostrowski"
"Whitey Ford HOF","Joe Page"
"Whitey Ford HOF","Duane Pillette"
"Whitey Ford HOF","Bob Porterfield"
"Whitey Ford HOF","Vic Raschi"
"Whitey Ford HOF","Allie Reynolds"
"Whitey Ford HOF","Phil Rizzuto HOF"
"Whitey Ford HOF","Fred Sanford"
"Whitey Ford HOF","Charlie Silvera"
"Whitey Ford HOF","Snuffy Stirnweiss"
"Whitey Ford HOF","Dick Wakefield"
"Whitey Ford HOF","Gene Woodling"
"Whitey Ford HOF","Hank Workman"
"Tommy Henrich","Johnny Hopp"
"Tommy Henrich","Jackie Jensen"
"Tommy Henrich","Dave Madison"
"Tommy Henrich","Billy Martin"
"Tommy Henrich","Ernie Nevel"
"Tommy Henrich","Joe Ostrowski"
"Tommy Henrich","Dick Wakefield"
"Tommy Henrich","Hank Workman"
"Ralph Houk","Johnny Hopp"
"Johnny Hopp","Jackie Jensen"
"Johnny Hopp","Billy Johnson"
"Johnny Hopp","Don Johnson"
"Johnny Lindell","Johnny Hopp"
"Johnny Hopp","Eddie Lopat"
"Johnny Hopp","Dave Madison"
"Johnny Hopp","Cliff Mapes"
"Johnny Hopp","Billy Martin"
"Johnny Mize HOF","Johnny Hopp"
"Johnny Hopp","Ernie Nevel"
"Johnny Hopp","Gus Niarhos"
"Johnny Hopp","Joe Ostrowski"
"Johnny Hopp","Joe Page"
"Johnny Hopp","Duane Pillette"
"Johnny Hopp","Bob Porterfield"
"Vic Raschi","Johnny Hopp"
"Johnny Hopp","Allie Reynolds"
"Phil Rizzuto HOF","Johnny Hopp"
"Johnny Hopp","Fred Sanford"
"Johnny Hopp","Charlie Silvera"
"Snuffy Stirnweiss","Johnny Hopp"
"Johnny Hopp","Dick Wakefield"
"Johnny Hopp","Gene Woodling"
"Johnny Hopp","Hank Workman"
"Ralph Houk","Jackie Jensen"
"Ralph Houk","Dave Madison"
"Ralph Houk","Billy Martin"
"Ralph Houk","Ernie Nevel"
"Ralph Houk","Joe Ostrowski"
"Ralph Houk","Dick Wakefield"
"Ralph Houk","Hank Workman"
"Jackie Jensen","Billy Johnson"
"Jackie Jensen","Don Johnson"
"Johnny Lindell","Jackie Jensen"
"Jackie Jensen","Eddie Lopat"
"Jackie Jensen","Dave Madison"
"Jackie Jensen","Cliff Mapes"
"Jackie Jensen","Billy Martin"
"Johnny Mize HOF","Jackie Jensen"
"Jackie Jensen","Ernie Nevel"
"Jackie Jensen","Gus Niarhos"
"Joe Ostrowski","Jackie Jensen"
"Joe Page","Jackie Jensen"
"Jackie Jensen","Duane Pillette"
"Jackie Jensen","Bob Porterfield"
"Vic Raschi","Jackie Jensen"
"Jackie Jensen","Allie Reynolds"
"Phil Rizzuto HOF","Jackie Jensen"
"Jackie Jensen","Fred Sanford"
"Jackie Jensen","Charlie Silvera"
"Snuffy Stirnweiss","Jackie Jensen"
"Jackie Jensen","Dick Wakefield"
"Jackie Jensen","Gene Woodling"
"Jackie Jensen","Hank Workman"
"Dave Madison","Billy Johnson"
"Billy Martin","Billy Johnson"
"Ernie Nevel","Billy Johnson"
"Joe Ostrowski","Billy Johnson"
"Dick Wakefield","Billy Johnson"
"Hank Workman","Billy Johnson"
"Eddie Lopat","Don Johnson"
"Don Johnson","Dave Madison"
"Don Johnson","Cliff Mapes"
"Don Johnson","Billy Martin"
"Johnny Mize HOF","Don Johnson"
"Ernie Nevel","Don Johnson"
"Gus Niarhos","Don Johnson"
