"Candidate","Date","Title","SpeechUrl","FileName"
"Hillary Clinton","February 1, 2016","Interview with Robin Roberts and Jonathan Karl of ABC's "Good Morning America"","http://www.presidency.ucsb.edu/ws/index.php?pid=111592","Hillary-Clinton-February-1-2016-147.txt"
"Hillary Clinton","February 1, 2016","Interview with Alisyn Camerota of CNN's "New Day"","http://www.presidency.ucsb.edu/ws/index.php?pid=111595","Hillary-Clinton-February-1-2016-148.txt"
"Hillary Clinton","February 2, 2016","Interview with Chris Matthews of MSNBC","http://www.presidency.ucsb.edu/ws/index.php?pid=111590","Hillary-Clinton-February-2-2016-149.txt"
"Hillary Clinton","February 2, 2016","Interview with Wolf Blitzer of CNN","http://www.presidency.ucsb.edu/ws/index.php?pid=111591","Hillary-Clinton-February-2-2016-150.txt"
"Hillary Clinton","February 3, 2016","Remarks at the CNN Democratic Presidential Town Hall in Derry, New Hampshire","http://www.presidency.ucsb.edu/ws/index.php?pid=111596","Hillary-Clinton-February-3-2016-151.txt"
"Hillary Clinton","February 7, 2016","Interview with George Stephanopoulos of ABC News "This Week"","http://www.presidency.ucsb.edu/ws/index.php?pid=111585","Hillary-Clinton-February-7-2016-152.txt"
"Hillary Clinton","February 7, 2016","Interview with John Dickerson of CBS News "Face the Nation"","http://www.presidency.ucsb.edu/ws/index.php?pid=111587","Hillary-Clinton-February-7-2016-153.txt"
"Hillary Clinton","February 7, 2016","Interview with Chuck Todd of NBC News "Meet the Press"","http://www.presidency.ucsb.edu/ws/index.php?pid=111588","Hillary-Clinton-February-7-2016-154.txt"
"Hillary Clinton","February 7, 2016","Interview with Jake Tapper of CNN's "State of the Union"","http://www.presidency.ucsb.edu/ws/index.php?pid=111589","Hillary-Clinton-February-7-2016-155.txt"
"Hillary Clinton","February 8, 2016","Interview with Rachel Maddow of MSNBC","http://www.presidency.ucsb.edu/ws/index.php?pid=111586","Hillary-Clinton-February-8-2016-156.txt"
"Hillary Clinton","March 21, 2016","Remarks at the AIPAC Policy Conference in Washington, DC","http://www.presidency.ucsb.edu/ws/index.php?pid=116600","Hillary-Clinton-March-21-2016-157.txt"
"Hillary Clinton","June 2, 2016","Remarks in San Diego, California","http://www.presidency.ucsb.edu/ws/index.php?pid=119295","Hillary-Clinton-June-2-2016-158.txt"
"Hillary Clinton","July 28, 2016","Address Accepting the Presidential Nomination at the Democratic National Convention in Philadelphia, Pennsylvania","http://www.presidency.ucsb.edu/ws/index.php?pid=118051","Hillary-Clinton-July-28-2016-159.txt"
"Hillary Clinton","September 15, 2016","Remarks to the Congressional Hispanic Caucus Institute in Washington, D.C.","http://www.presidency.ucsb.edu/ws/index.php?pid=119148","Hillary-Clinton-September-15-2016-160.txt"
"Hillary Clinton","September 15, 2016","Remarks at the University of North Carolina in Greensboro","http://www.presidency.ucsb.edu/ws/index.php?pid=119158","Hillary-Clinton-September-15-2016-161.txt"
"Hillary Clinton","September 16, 2016","Remarks to the Black Women's Agenda Symposium in Washington, D.C.","http://www.presidency.ucsb.edu/ws/index.php?pid=119159","Hillary-Clinton-September-16-2016-162.txt"
"Hillary Clinton","September 18, 2016","Remarks to the Congressional Black Caucus in Washington, D.C.","http://www.presidency.ucsb.edu/ws/index.php?pid=119160","Hillary-Clinton-September-18-2016-163.txt"
"Hillary Clinton","September 19, 2016","Remarks at Temple University in Philadelphia, Pennsylvania","http://www.presidency.ucsb.edu/ws/index.php?pid=119161","Hillary-Clinton-September-19-2016-164.txt"
"Hillary Clinton","September 21, 2016","Remarks at the Frontline Outreach Center in Orlando, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=119162","Hillary-Clinton-September-21-2016-165.txt"
"Hillary Clinton","September 27, 2016","Remarks at Wake Technical Community College in Raleigh, North Carolina","http://www.presidency.ucsb.edu/ws/index.php?pid=119163","Hillary-Clinton-September-27-2016-166.txt"
"Hillary Clinton","September 28, 2016","Remarks at the University of New Hampshire in Durham","http://www.presidency.ucsb.edu/ws/index.php?pid=119164","Hillary-Clinton-September-28-2016-167.txt"
"Hillary Clinton","September 29, 2016","Remarks at Cowles Commons in Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=119149","Hillary-Clinton-September-29-2016-168.txt"
"Hillary Clinton","September 30, 2016","Remarks at Coral Springs Gymnasium in Coral Springs, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=119150","Hillary-Clinton-September-30-2016-169.txt"
"Hillary Clinton","September 30, 2016","Remarks at Sunrise Theatre in Fort Pierce, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=119151","Hillary-Clinton-September-30-2016-170.txt"
"Hillary Clinton","October 2, 2016","Remarks at Little Rock AME Zion Church in Charlotte, North Carolina","http://www.presidency.ucsb.edu/ws/index.php?pid=119152","Hillary-Clinton-October-2-2016-171.txt"
"Hillary Clinton","October 3, 2016","Remarks at Goodyear Hall and Theater in Akron, Ohio","http://www.presidency.ucsb.edu/ws/index.php?pid=119153","Hillary-Clinton-October-3-2016-172.txt"
"Hillary Clinton","October 3, 2016","Remarks at Martin Luther King, Jr., Plaza in Toledo, Ohio","http://www.presidency.ucsb.edu/ws/index.php?pid=119154","Hillary-Clinton-October-3-2016-173.txt"
"Hillary Clinton","October 10, 2016","Remarks at Ohio State University in Columbus","http://www.presidency.ucsb.edu/ws/index.php?pid=119155","Hillary-Clinton-October-10-2016-174.txt"
"Hillary Clinton","October 11, 2016","Remarks at the Kendall Campus of Miami Dade College in Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=119156","Hillary-Clinton-October-11-2016-175.txt"
"Hillary Clinton","October 12, 2016","Remarks at the Palace of Agriculture at the Colorado State Fairgrounds in Pueblo","http://www.presidency.ucsb.edu/ws/index.php?pid=119157","Hillary-Clinton-October-12-2016-176.txt"
"Hillary Clinton","October 20, 2016","Remarks at the 71st Annual Alfred E. Smith Memorial Foundation Dinner at the Waldorf Astoria Hotel in New York City","http://www.presidency.ucsb.edu/ws/index.php?pid=119497","Hillary-Clinton-October-20-2016-177.txt"
"Hillary Clinton","October 21, 2016","Remarks at Cuyahoga Community College in Cleveland, Ohio","http://www.presidency.ucsb.edu/ws/index.php?pid=119499","Hillary-Clinton-October-21-2016-178.txt"
"Hillary Clinton","October 22, 2016","Remarks to the Press Aboard the Campaign Plane in Pittsburgh, Pennsylvania","http://www.presidency.ucsb.edu/ws/index.php?pid=119500","Hillary-Clinton-October-22-2016-179.txt"
"Hillary Clinton","October 22, 2016","Remarks at Taylor Allderdice High School in Pittsburgh, Pennsylvania","http://www.presidency.ucsb.edu/ws/index.php?pid=119501","Hillary-Clinton-October-22-2016-180.txt"
"Hillary Clinton","October 24, 2016","Remarks at Saint Anselm College in Manchester, New Hampshire","http://www.presidency.ucsb.edu/ws/index.php?pid=119688","Hillary-Clinton-October-24-2016-181.txt"
"Hillary Clinton","October 25, 2016","Remarks at Broward College's North Campus in Coconut Creek, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=119689","Hillary-Clinton-October-25-2016-182.txt"
"Hillary Clinton","October 26, 2016","Remarks at Curtis Hixon Waterfront Park in Tampa, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=119693","Hillary-Clinton-October-26-2016-183.txt"
"Hillary Clinton","October 27, 2016","Remarks at Wake Forest University in Winston-Salem, North Carolina","http://www.presidency.ucsb.edu/ws/index.php?pid=119694","Hillary-Clinton-October-27-2016-184.txt"
"Hillary Clinton","October 29, 2016","Remarks at the Dickerson Community Center in Daytona Beach, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=119691","Hillary-Clinton-October-29-2016-185.txt"
"Hillary Clinton","October 30, 2016","Remarks at the Manor Complex in Wilton Manors, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=119697","Hillary-Clinton-October-30-2016-186.txt"
"Hillary Clinton","October 31, 2016","Remarks at Smale Riverfront Park in Cincinnati, Ohio","http://www.presidency.ucsb.edu/ws/index.php?pid=119502","Hillary-Clinton-October-31-2016-187.txt"
"Hillary Clinton","October 31, 2016","Remarks at the Kent State Student Recreation Center in Kent, Ohio","http://www.presidency.ucsb.edu/ws/index.php?pid=119701","Hillary-Clinton-October-31-2016-188.txt"
"Hillary Clinton","November 3, 2016","Remarks at Pasco-Hernando State College East Campus in Dade City, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=119498","Hillary-Clinton-November-3-2016-189.txt"
"Hillary Clinton","November 3, 2016","Remarks at Coastal Credit Union Music Park in Raleigh, North Carolina","http://www.presidency.ucsb.edu/ws/index.php?pid=119692","Hillary-Clinton-November-3-2016-190.txt"
"Hillary Clinton","November 3, 2016","Remarks at Pitt Community College in Winterville, North Carolina","http://www.presidency.ucsb.edu/ws/index.php?pid=119699","Hillary-Clinton-November-3-2016-191.txt"
"Hillary Clinton","November 4, 2016","Remarks at Eastern Market in Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=119700","Hillary-Clinton-November-4-2016-192.txt"
"Hillary Clinton","November 7, 2016","Remarks at Grand Valley State University in Grand Rapids, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=119690","Hillary-Clinton-November-7-2016-193.txt"
"Hillary Clinton","November 7, 2016","Remarks at North Carolina State University in Raleigh","http://www.presidency.ucsb.edu/ws/index.php?pid=119696","Hillary-Clinton-November-7-2016-194.txt"
"Hillary Clinton","November 7, 2016","Remarks at the University of Pittsburgh","http://www.presidency.ucsb.edu/ws/index.php?pid=119698","Hillary-Clinton-November-7-2016-195.txt"
"Hillary Clinton","November 9, 2016","Remarks in New York City Conceding the 2016 Presidential Election","http://www.presidency.ucsb.edu/ws/index.php?pid=119496","Hillary-Clinton-November-9-2016-196.txt"
